"","CUSTOMER_SK","TOTAL_No_Of_PURCHASE","TOTAL_REVENUE","RECENCY","TOTAL_No_of_VISITS","DISTINCT_PRODUCTS","AVERAGE_SPEND","CITY_NM","pkm$cluster"
"737",51929097,384,1505.20986,243,17,216,88.54175647,"HALIFAX",3
"738",63648191,441,1504.59979,122,26,248,57.86922269,"HALIFAX",1
"739",60636849,493,1502.78985,118,33,279,45.53908636,"HALIFAX",1
"740",61151213,436,1502.15969,110,41,133,36.63804122,"HALIFAX",1
"741",46670865,495,1501.36993,249,25,301,60.0547972,"",4
"742",64971794,619,1499.40997,110,47,357,31.90233979,"HALIFAX",6
"743",61351776,441,1498.84991,109,48,265,31.22603979,"HALIFAX",1
"744",61188805,554,1496.78985,109,98,302,15.27336582,"HALIFAX",6
"745",59581595,672,1495.27998,112,56,254,26.70142821,"HALIFAX",6
"746",59564458,367,1494.78985,109,24,242,62.28291042,"HALIFAX",5
"747",58890202,543,1494.55983,110,77,228,19.40986792,"HALIFAX",6
"748",59017019,490,1494.05982,110,49,256,30.49101673,"HALIFAX",1
"749",21325967,519,1494.0198,246,60,287,24.90033,"LOWER SACK",4
"750",39529839,560,1493.49977,246,42,206,35.55951833,"HALIFAX",4
"751",21156904,499,1493.00996,245,40,211,37.325249,"HALIFAX",4
"752",40044841,389,1492.40985,249,28,243,53.30035179,"DARTMOUTH",3
"753",20784526,393,1492.0598,244,25,195,59.682392,"HALIFAX",3
"754",59538248,377,1491.40987,111,12,248,124.2841558,"TRURO",5
"755",63842902,409,1490.01969,119,23,151,64.78346478,"HALIFAX",1
"756",37049794,360,1489.69955,242,13,196,114.5922731,"HALIFAX",3
"757",58253810,467,1488.05977,113,26,205,57.23306808,"HALIFAX",1
"758",22842722,444,1487.26995,247,30,257,49.575665,"CONCEPTION",4
"759",37468790,377,1486.99981,245,29,203,51.27585552,"HALIFAX",3
"760",59044970,487,1485.64981,111,37,323,40.15269757,"HALIFAX",1
"761",20821419,497,1485.23003,257,57,258,26.05666719,"HALIFAX",4
"762",36376264,465,1484.20961,243,40,192,37.10524025,"CORNWALL",4
"763",40175568,392,1483.38975,262,49,254,30.2732602,"THUNDER BA",4
"764",51910357,490,1483.37993,242,43,236,34.49720767,"PRINCE GEO",4
"765",53316841,467,1483.01989,245,55,262,26.963998,"HALIFAX",4
"766",23673082,368,1482.42991,243,25,103,59.2971964,"HALIFAX",3
"767",65763755,490,1480.97988,112,66,301,22.43908909,"HALIFAX",6
"768",59608220,368,1480.90977,117,93,146,15.92376097,"HALIFAX",1
"769",60533913,437,1480.7298,117,22,172,67.3059,"HALIFAX",5
"770",37141162,524,1480.46981,244,52,265,28.47057327,"HALIFAX",4
"771",60637075,583,1479.94994,109,105,201,14.09476133,"HALIFAX",6
"772",38884632,411,1478.71979,242,22,241,67.21453591,"MIRAMICHI",3
"773",52548469,389,1478.66984,242,52,166,28.43595846,"HALIFAX",4
"774",59035793,386,1477.98977,119,36,184,41.05527139,"WILLIAMSWO",1
"775",29341897,493,1476.41987,243,51,216,28.94940922,"HALIFAX",4
"776",61827378,402,1474.10977,119,12,217,122.8424808,"HALIFAX",5
"777",21602710,409,1473.40969,244,17,186,86.67115824,"HALIFAX",3
"778",22643595,381,1472.84974,243,45,206,32.72999422,"HALIFAX",4
"779",22610271,441,1472.55985,242,57,117,25.83438333,"HALIFAX",4
"780",62538399,398,1472.39967,113,45,201,32.71999267,"HALIFAX",1
"781",40182351,380,1471.70985,262,15,258,98.11399,"HALIFAX",3
"782",23318352,393,1470.30979,251,24,173,61.26290792,"NORTH YORK",3
"783",60739851,417,1470.22989,110,61,156,24.10212934,"HALIFAX",1
"784",51920735,396,1469.67981,242,53,226,27.72980774,"HALIFAX",4
"785",60920848,384,1468.41979,111,36,202,40.78943861,"WEST ST AN",1
"786",39423469,334,1467.98963,243,25,182,58.7195852,"HALIFAX",3
"787",64611677,438,1467.5599,112,63,328,23.29460159,"MIDDLE SAC",6
"788",26034751,480,1465.83995,242,38,294,38.57473553,"NEW MINAS",4
"789",53553936,443,1465.60984,243,38,204,38.56868,"HALIFAX",4
"790",22302612,425,1464.28995,243,14,179,104.5921393,"HALIFAX",3
"791",58786783,529,1461.96989,109,79,321,18.50594797,"LOWER SACK",6
"792",34940104,504,1461.52992,246,33,305,44.28878545,"HAVRE BOUC",4
"793",59618323,444,1461.11985,112,21,232,69.57713571,"HALIFAX",5
"794",20847879,417,1460.26978,244,11,205,132.7517982,"HALIFAX",3
"795",58643607,404,1459.58989,128,18,143,81.08832722,"HALIFAX",5
"796",34376317,459,1458.31986,262,27,206,54.01184667,"HALIFAX",3
"797",39731355,518,1458.22992,243,104,206,14.02144154,"HALIFAX",4
"798",51927741,362,1457.45981,242,35,252,41.64170886,"HALIFAX",4
"799",61910078,409,1457.06991,112,49,191,29.73612061,"HALIFAX",1
"800",22283801,384,1457.01974,247,19,223,76.68524947,"HALIFAX",3
"801",22172749,468,1457.00994,259,22,267,66.22772455,"STRATFORD",3
"802",21152997,382,1455.91976,247,16,212,90.994985,"HALIFAX",3
"803",21158986,468,1455.90979,243,62,214,23.48241597,"HALIFAX",4
"804",64699617,384,1455.83963,112,30,169,48.52798767,"HALIFAX",1
"805",39916096,461,1455.43973,242,80,233,18.19299663,"HALIFAX",4
"806",63889194,384,1454.84972,110,6,194,242.4749533,"HALIFAX",5
"807",59577659,501,1454.16955,178,19,167,76.53523947,"HD ST MARG",5
"808",58907353,476,1453.79986,110,21,218,69.22856476,"HALIFAX",5
"809",20808033,373,1453.39965,246,35,209,41.52570429,"HALIFAX",4
"810",20789487,435,1453.38979,242,38,232,38.24709974,"DARTMOUTH",4
"811",39456646,456,1453.28976,243,34,232,42.74381647,"HALIFAX",4
"812",40122702,412,1452.85987,243,21,232,69.18380333,"AMHERST",3
"813",21459047,366,1452.15979,244,29,228,50.07447552,"HALIFAX",3
"814",20691957,491,1451.84973,247,30,143,48.394991,"HALIFAX",3
"815",37054827,470,1451.49995,243,70,225,20.73571357,"HALIFAX",4
"816",53473575,422,1450.63966,242,20,211,72.531983,"HALIFAX",3
"817",58896150,362,1450.22975,111,26,125,55.77806731,"HALIFAX",1
"818",64611939,362,1447.54991,122,10,207,144.754991,"HALIFAX",5
"819",40118638,470,1444.66985,250,17,254,84.98057941,"HALIFAX",3
"820",53782952,575,1444.17976,249,13,219,111.0907508,"",5
"821",36041019,387,1443.23972,119,51,177,28.29881804,"HALIFAX",1
"822",51688908,390,1443.06962,243,29,150,49.76102138,"TORONTO",3
"823",58645616,447,1442.8899,109,14,219,103.0635643,"HALIFAX",5
"824",50224363,525,1442.53989,242,80,282,18.03174863,"HALIFAX",4
"825",60913306,453,1440.89968,111,34,115,42.37940235,"HALIFAX",1
"826",37465709,346,1440.83967,242,35,216,41.16684771,"DAWSON CRE",4
"827",20745662,437,1439.63963,244,47,227,30.63063043,"HALIFAX",4
"828",51344878,611,1439.25995,242,246,287,5.850650203,"HALIFAX",6
"829",37073057,413,1439.22996,243,61,172,23.59393377,"HALIFAX",4
"830",64621590,435,1437.83966,112,32,174,44.93248938,"HALIFAX",1
"831",59803565,586,1437.36914,115,19,118,75.65100737,"HALIFAX",5
"832",58640449,380,1437.07979,113,17,224,84.53410529,"HALIFAX",5
"833",59654978,434,1436.75979,110,41,249,35.04292171,"HALIFAX",1
"834",40237193,445,1435.70992,254,28,267,51.27535429,"HALIFAX",4
"835",22114409,328,1434.65969,242,14,98,102.4756921,"HALIFAX",3
"836",58989046,559,1434.3097,109,58,205,24.72947759,"PORTUGUESE",1
"837",22205330,473,1431.16975,242,79,161,18.11607278,"HALIFAX",4
"838",61768114,489,1431.1199,112,35,271,40.88914,"HALIFAX",1
"839",23785580,526,1430.99,242,69,238,20.73898551,"HALIFAX",4
"840",58892130,354,1430.71977,112,43,153,33.27255279,"HALIFAX",1
"841",65216085,545,1430.67994,115,28,196,51.09571214,"HALIFAX",1
"842",61054986,435,1429.55999,115,39,281,36.65538436,"HALIFAX",1
"843",21287812,314,1428.85978,248,21,159,68.0409419,"HALIFAX",3
"844",39755604,348,1428.45966,251,22,215,64.92998455,"HALIFAX",3
"845",22282671,370,1428.36987,248,29,230,49.25413345,"HALIFAX",3
"846",33415888,540,1428.27966,242,42,226,34.00665857,"HALIFAX",4
"847",58872891,393,1427.64973,111,22,218,64.89316955,"HALIFAX",5
"848",58779565,499,1427.4899,113,21,157,67.97570952,"HALIFAX",5
"849",51918167,379,1427.17961,269,18,166,79.28775611,"SISSON RID",3
"850",26241848,358,1426.99986,251,16,145,89.18749125,"HALIFAX",3
"851",40048475,426,1425.91981,242,27,254,52.81184481,"HALIFAX",3
"852",22268511,418,1424.89978,287,34,175,41.90881706,"HALIFAX",3
"853",59025961,432,1424.43981,113,23,146,61.93216565,"HALIFAX",1
"854",61520360,372,1424.04992,111,18,200,79.11388444,"HALIFAX",5
"855",22189491,356,1423.25972,252,26,214,54.74075846,"HALIFAX",3
"856",20784435,339,1422.36972,265,11,211,129.3063382,"HALIFAX",3
"857",62331451,424,1420.30971,112,42,184,33.81689786,"HALIFAX",1
"858",34384213,391,1419.64993,250,52,133,27.30096019,"HALIFAX",4
"859",64011176,420,1419.09989,115,29,242,48.93447897,"HALIFAX",1
"860",60919676,346,1417.81975,111,17,188,83.40116176,"HALIFAX",5
"861",59428154,778,1415.11999,109,131,205,10.80244267,"HALIFAX",6
"862",64602427,403,1414.66988,111,91,233,15.54582286,"HALIFAX",6
"863",21200702,441,1414.22972,243,35,218,40.40656343,"HALIFAX",4
"864",58369408,452,1414.00994,112,21,250,67.33380667,"HALIFAX",5
"865",60670133,468,1413.36999,109,54,222,26.17351833,"HALIFAX",1
"866",39832780,289,1412.91972,252,38,164,37.18209789,"OAKVILLE",3
"867",60404185,426,1412.84993,109,78,264,18.11346064,"HALIFAX",6
"868",59431336,547,1412.61981,109,121,252,11.67454388,"SOUTH BROO",6
"869",36177706,456,1412.21982,242,41,218,34.44438585,"HALIFAX",4
"870",62366514,377,1411.17985,110,40,198,35.27949625,"HALIFAX",1
"871",62445133,496,1410.32995,110,112,270,12.5922317,"BEDFORD",6
"872",58327891,395,1409.94974,113,20,157,70.497487,"HALIFAX",5
"873",58316609,391,1407.20983,110,53,215,26.55112887,"HALIFAX",1
"874",21156649,428,1406.3899,247,17,136,82.72881765,"HALIFAX",3
"875",59427750,491,1406.20995,109,54,147,26.040925,"HALIFAX",1
"876",59983679,368,1405.97993,113,57,115,24.66631456,"HALIFAX",1
"877",39845946,371,1405.56986,244,23,250,61.11173304,"HALIFAX",3
"878",41535889,357,1404.96983,242,62,226,22.66080371,"HALIFAX",4
"879",60538342,615,1404.49995,109,65,266,21.60769154,"HAMPTON",6
"880",60554618,340,1401.32971,110,31,197,45.20418419,"HALIFAX",1
"881",58414384,569,1401.16,119,18,130,77.84222222,"HALIFAX",5
"882",59577674,559,1400.69961,111,43,134,32.57440953,"HALIFAX",1
"883",21630632,373,1398.81986,254,45,242,31.08488578,"HALIFAX",4
"884",53633998,343,1397.80985,251,28,192,49.92178036,"",3
"885",39349118,430,1397.20991,243,48,209,29.10853979,"HALIFAX",4
"886",61059661,354,1396.40984,110,57,179,24.49841825,"HALIFAX",1
"887",52626786,388,1395.46979,251,81,215,17.2280221,"HALIFAX",4
"888",20798338,353,1395.33983,242,27,190,51.67925296,"HALIFAX",3
"889",59577626,408,1394.58986,119,17,188,82.03469765,"HALIFAX",5
"890",37163139,382,1394.3998,243,17,236,82.02351765,"HALIFAX",3
"891",59980569,395,1393.90976,122,16,237,87.11936,"HALIFAX",5
"892",22114137,448,1393.71989,242,198,250,7.038989343,"HALIFAX",6
"893",60287816,419,1393.33985,115,17,213,81.96116765,"HALIFAX",5
"894",22251095,332,1392.3798,250,10,221,139.23798,"TRURO",3
"895",59608204,416,1392.08988,110,103,267,13.51543573,"HALIFAX",6
"896",23654220,465,1391.97988,243,78,245,17.8458959,"HALIFAX",4
"897",61480367,538,1391.6,109,143,141,9.731468531,"HALIFAX",6
"898",60913112,574,1390.5598,110,37,201,37.5826973,"HALIFAX",1
"899",59707651,409,1390.44977,109,63,140,22.07063127,"HALIFAX",1
"900",58243703,418,1389.3399,109,27,222,51.45703333,"HALIFAX",1
"901",58342336,415,1388.67986,114,37,202,37.53188811,"DARTMOUTH",1
"902",38989214,416,1387.78989,244,43,199,32.27418349,"HALIFAX",4
"903",36038367,357,1386.65984,244,39,180,35.55538051,"DARTMOUTH",4
"904",64015975,431,1386.5799,114,44,257,31.51317955,"HALIFAX",1
"905",21602722,326,1386.26973,245,32,146,43.32092906,"HALIFAX",3
"906",26128243,606,1385.66991,242,98,314,14.13948888,"HALIFAX",4
"907",22114191,469,1385.57984,242,72,184,19.24416444,"HALIFAX",4
"908",21153229,401,1385.5699,244,23,216,60.24216957,"HALIFAX",3
"909",28891485,409,1384.72992,245,44,227,31.47113455,"HALIFAX",4
"910",61105967,403,1384.25981,115,30,138,46.14199367,"HALIFAX",1
"911",62348261,395,1384.0298,111,24,221,57.66790833,"HALIFAX",1
"912",59012628,376,1383.72969,111,17,177,81.39586412,"HALIFAX",5
"913",59982058,385,1383.35972,109,34,153,40.68705059,"HALIFAX",1
"914",58772464,593,1383.22975,120,13,177,106.4022885,"HALIFAX",5
"915",61115230,363,1381.96989,137,59,236,23.42321847,"HALIFAX",1
"916",61764366,392,1380.87994,109,46,164,30.01912913,"DARTMOUTH",1
"917",50672204,347,1379.24987,242,32,214,43.10155844,"REGINA",3
"918",39833337,410,1378.79983,253,74,219,18.63243014,"CLIFTON RO",4
"919",62463802,341,1378.42966,109,26,205,53.01652538,"HALIFAX",1
"920",61770642,437,1377.97993,112,27,249,51.0362937,"HALIFAX",1
"921",58855247,343,1377.71968,111,36,211,38.26999111,"HALIFAX",1
"922",61368870,423,1377.46984,109,26,213,52.97960923,"ROTHESAY",1
"923",59428142,421,1375.87,111,19,148,72.41421053,"HALIFAX",5
"924",62335013,413,1375.26983,110,40,214,34.38174575,"HALIFAX",1
"925",21044154,456,1374.55985,242,44,238,31.23999659,"HALIFAX",4
"926",22339213,464,1374.47985,242,45,237,30.54399667,"HALIFAX",4
"927",21598638,422,1373.61979,245,27,221,50.87480704,"HALIFAX",3
"928",21476596,428,1372.40971,242,17,244,80.72998294,"HALIFAX",3
"929",21607101,436,1372.33984,249,30,248,45.74466133,"HALIFAX",4
"930",64057117,367,1370.61989,109,31,272,44.21354484,"HALIFAX",1
"931",62342853,395,1370.06988,115,20,204,68.503494,"WELLAND",5
"932",58506014,339,1369.61975,117,13,209,105.3553654,"HALIFAX",5
"933",60160013,396,1369.28976,111,47,242,29.13382468,"HALIFAX",1
"934",61055943,560,1368.46993,124,58,324,23.59430914,"HALIFAX",6
"935",22284380,398,1368.00982,243,47,209,29.10659191,"HALIFAX",4
"936",64960662,614,1367.28995,109,80,126,17.09112438,"HALIFAX",1
"937",34467422,586,1366.71001,242,146,115,9.361027465,"HALIFAX",4
"938",21475796,430,1365.45991,244,28,175,48.76642536,"HALIFAX",3
"939",59489151,452,1364.95989,109,64,188,21.32749828,"HALIFAX",1
"940",37470629,359,1364.66984,129,18,205,75.81499111,"CHETICAMP",5
"941",58553768,474,1364.22989,121,59,201,23.12254051,"HALIFAX",1
"942",37156501,459,1363.20981,245,84,113,16.22868821,"PICTOU COU",4
"943",58643587,469,1362.66982,114,35,185,38.93342343,"HALIFAX",1
"944",36557632,421,1362.35979,242,68,146,20.03470279,"PARRSBORO",4
"945",21155434,367,1362.1797,255,13,208,104.7830538,"HALIFAX",3
"946",59564012,455,1361.41986,111,44,156,30.94136045,"HALIFAX",1
"947",24350417,349,1361.39986,245,12,220,113.4499883,"HALIFAX",3
"948",22114712,666,1361.34996,242,126,189,10.80436476,"HALIFAX",4
"949",62335012,346,1361.29982,115,16,227,85.08123875,"HALIFAX",5
"950",36513577,436,1360.21978,253,55,198,24.73126873,"HALIFAX",4
"951",40180297,424,1359.27972,242,21,231,64.72760571,"HALIFAX",3
"952",59427912,319,1359.14967,109,12,99,113.2624725,"HALIFAX",5
"953",59080517,400,1358.98989,110,59,223,23.03372695,"HALIFAX",1
"954",23748350,496,1358.77989,242,55,282,24.70508891,"HALIFAX",4
"955",64682276,499,1358.71992,112,74,318,18.36108,"HALIFAX",6
"956",58640418,487,1357.45984,113,66,244,20.56757333,"HALIFAX",1
"957",22179005,476,1357.28993,262,35,171,38.77971229,"SUMMERSIDE",4
"958",60028479,471,1356.0999,110,42,203,32.28809286,"PICTOU",1
"959",59016293,427,1356.02996,110,19,294,71.36999789,"HALIFAX",5
"960",60678405,383,1355.59979,110,49,265,27.66530184,"HALIFAX",1
"961",51032040,392,1355.22987,243,65,201,20.84969031,"HEBBS CROS",4
"962",59343265,305,1354.22975,111,18,169,75.23498611,"TORONTO",5
"963",36790262,365,1354.0799,242,47,149,28.81021064,"DARTMOUTH",4
"964",61368000,433,1351.35994,114,26,249,51.97538231,"",1
"965",22189511,395,1351.04999,245,23,167,58.74130391,"HALIFAX",3
"966",61165795,494,1350.47997,110,50,260,27.0095994,"HALIFAX",1
"967",40172924,415,1350.38993,250,17,219,79.43470176,"HALIFAX",3
"968",39356075,319,1349.05975,244,34,185,39.67822794,"HALIFAX",3
"969",59970601,394,1348.97994,110,61,219,22.11442525,"HALIFAX",1
"970",36785334,366,1348.2499,257,39,208,34.57051026,"WELLINGTON",4
"971",53557613,410,1347.75992,242,34,158,39.63999765,"TORONTO",3
"972",66095154,363,1347.51989,111,37,161,36.41945649,"HALIFAX",1
"973",59072117,373,1347.01001,110,35,226,38.48600029,"SIMCOE",1
"974",61815631,456,1346.50997,110,45,228,29.92244378,"HALIFAX",1
"975",59805125,443,1345.79993,109,59,126,22.81016831,"HALIFAX",1
"976",34416508,432,1345.57992,242,48,210,28.032915,"HALIFAX",4
"977",64453330,428,1344.05997,138,76,255,17.68499961,"HALIFAX",6
"978",58889845,358,1343.9698,111,22,185,61.08953636,"HALIFAX",1
"979",22009786,325,1343.96977,245,17,169,79.05704529,"TORONTO",3
"980",39747934,419,1342.39986,243,29,206,46.28965034,"HALIFAX",3
"981",22288121,374,1341.82986,245,15,169,89.455324,"HALIFAX",3
"982",21046999,479,1341.47988,243,55,194,24.39054327,"HALIFAX",4
"983",20687544,306,1340.61972,247,17,64,78.85998353,"HALIFAX",3
"984",59427773,322,1339.32979,111,31,188,43.20418677,"HALIFAX",1
"985",21155065,377,1339.30979,251,20,192,66.9654895,"HALIFAX",3
"986",52621382,417,1338.64989,242,39,224,34.32435615,"HALIFAX",4
"987",61851994,337,1338.36984,112,23,166,58.18999304,"HALIFAX",1
"988",39451065,366,1337.66991,255,39,210,34.29922846,"HALIFAX",4
"989",22906919,464,1337.0899,243,37,228,36.13756486,"PICTOU",4
"990",63984745,363,1336.77972,111,32,152,41.77436625,"TORONTO",1
"991",40142225,482,1336.61975,244,35,171,38.18913571,"HALIFAX",4
"992",21431498,394,1335.70985,242,41,127,32.57828902,"HALIFAX",4
"993",59563569,381,1333.81969,113,30,160,44.46065633,"HALIFAX",1
"994",23326023,374,1333.52988,243,23,207,57.97956,"WELLINGTON",3
"995",59671058,350,1333.49976,118,26,160,51.28845231,"HALIFAX",1
"996",53015058,343,1333.38963,243,53,203,25.15829491,"HALIFAX",4
"997",59012639,317,1333.21978,110,25,144,53.3287912,"HALIFAX",1
"998",37120692,439,1332.60995,244,28,181,47.5932125,"PICTON",3
"999",53318848,484,1331.2899,243,77,323,17.28947922,"HALIFAX",4
"1000",59016223,395,1331.28977,109,34,248,39.15558147,"HALIFAX",1
"1001",64910548,355,1330.00983,139,33,190,40.30332818,"EASTERN PA",1
"1002",61857242,475,1329.40981,109,76,285,17.49223434,"MONTREAL",6
"1003",62384523,431,1328.08992,109,54,231,24.59425778,"HALIFAX",1
"1004",34446480,365,1327.9798,249,30,239,44.26599333,"RIVERVIEW",3
"1005",61863675,360,1327.93976,111,35,172,37.941136,"HALIFAX",1
"1006",36032379,372,1327.64988,243,14,217,94.83213429,"HALIFAX",3
"1007",39921365,338,1327.58966,255,15,182,88.50597733,"HALIFAX",3
"1008",28457976,380,1327.13992,242,61,193,21.75639213,"WEYMOUTH",4
"1009",23794266,345,1326.67985,244,11,205,120.6072591,"HALIFAX",3
"1010",22308225,427,1325.95998,242,35,130,37.88457086,"HALIFAX",3
"1011",61766353,412,1325.65991,109,55,223,24.10290745,"BRANTFORD",1
"1012",59582408,386,1325.11977,110,26,139,50.966145,"HALIFAX",1
"1013",62296824,424,1324.51988,109,46,260,28.79391043,"WINDSOR",1
"1014",21155128,412,1324.1999,257,11,261,120.3818091,"HALIFAX",3
"1015",20834271,388,1323.54994,253,13,229,101.8115338,"LAWRENCETO",3
"1016",36882465,433,1321.8699,248,48,232,27.53895625,"TORONTO",4
"1017",37640338,358,1321.07988,244,22,214,60.04908545,"HALIFAX",3
"1018",60532357,390,1320.63988,119,41,263,32.21072878,"HALIFAX",1
"1019",59979145,381,1320.3898,115,19,194,69.4942,"CHARLOTTET",5
"1020",36876086,446,1319.31977,242,42,109,31.41237548,"GUYSBOROUG",4
"1021",58437817,380,1319.04971,110,33,189,39.97120333,"HALIFAX",1
"1022",36380660,434,1318.99988,243,34,304,38.79411412,"HALIFAX",4
"1023",59673248,406,1318.90994,111,36,243,36.63638722,"HALIFAX",1
"1024",22211662,480,1317.1199,245,38,266,34.66105,"HALIFAX",4
"1025",59735439,538,1315.49999,110,134,167,9.817164104,"HALIFAX",6
"1026",40172354,369,1314.67975,242,73,205,18.00931164,"HALIFAX",4
"1027",39655119,418,1314.03996,255,44,236,29.86454455,"COURTICE",4
"1028",36758080,426,1312.40993,244,60,197,21.87349883,"HALIFAX",4
"1029",58997324,352,1312.09978,109,45,160,29.15777289,"HALIFAX",1
"1030",59674485,401,1311.69984,110,73,210,17.96849096,"HALIFAX",1
"1031",64947624,366,1309.66986,133,50,252,26.1933972,"HALIFAX",1
"1032",51305883,451,1308.4799,243,25,191,52.339196,"HALIFAX",3
"1033",36035072,336,1308.17986,242,27,220,48.45110593,"TUSKET",3
"1034",64864957,379,1307.7299,121,18,254,72.65166111,"HALIFAX",5
"1035",58351137,410,1307.62997,119,20,175,65.3814985,"HALIFAX",5
"1036",59918789,311,1307.17965,112,45,93,29.04843667,"ANTIGONISH",1
"1037",51082399,480,1306.75991,242,56,290,23.33499839,"HALIFAX",4
"1038",39448601,382,1305.97992,114,35,263,37.313712,"HALIFAX",1
"1039",58285280,325,1305.84977,110,30,238,43.52832567,"HALIFAX",1
"1040",62446826,343,1305.5998,110,35,185,37.30285143,"ST. JOHN'S",1
"1041",37094694,426,1304.62996,243,32,239,40.76968625,"HALIFAX",4
"1042",40248605,414,1304.44991,185,35,238,37.26999743,"RIVER DENY",4
"1043",60591820,369,1304.39985,113,22,180,59.29090227,"HALIFAX",1
"1044",58789080,325,1304.37979,111,10,206,130.437979,"HALIFAX",5
"1045",51910951,420,1303.93997,243,45,208,28.97644378,"HALIFAX",4
"1046",22282666,349,1303.83971,243,27,177,48.29035963,"HALIFAX",3
"1047",21459152,333,1303.78983,244,18,129,72.43276833,"HALIFAX",3
"1048",22219228,319,1303.20983,242,40,194,32.58024575,"HALIFAX",4
"1049",53000610,534,1301.93999,248,74,235,17.59378365,"DARTMOUTH",4
"1050",61825888,360,1301.77978,111,37,228,35.1832373,"DAWSON CRE",1
"1051",59489015,330,1301.01971,115,9,163,144.5577456,"HALIFAX",5
"1052",61499750,466,1300.46995,112,35,289,37.15628429,"HAVRE BOUC",1
"1053",58896165,333,1300.18975,114,12,235,108.3491458,"HALIFAX",5
"1054",65877930,372,1300.02982,110,18,153,72.22387889,"",5
"1055",20833919,371,1299.70997,247,56,168,23.20910661,"CHESTER BA",4
"1056",21633062,369,1298.8396,245,9,122,144.3155111,"HALIFAX",3
"1057",59680303,344,1298.79974,114,18,177,72.15554111,"HALIFAX",5
"1058",59506841,366,1298.63992,114,21,184,61.83999619,"HALIFAX",1
"1059",59489000,492,1298.18999,111,48,151,27.04562479,"HALIFAX",1
"1060",29969982,386,1298.13992,254,36,212,36.05944222,"HALIFAX",4
"1061",58524135,317,1297.99966,110,22,176,58.99998455,"HALIFAX",1
"1062",60995165,487,1297.80999,110,79,254,16.42797456,"SYDNEY MIN",6
"1063",40157083,466,1297.69992,110,59,290,21.9949139,"HALIFAX",6
"1064",61348754,352,1296.63994,109,37,83,35.0443227,"BRIDGEWATE",1
"1065",39631529,369,1296.31985,243,22,145,58.92362955,"HALIFAX",3
"1066",59459520,856,1296.15982,111,98,157,13.22612061,"HALIFAX",6
"1067",60533889,472,1295.81995,110,21,181,61.7057119,"SUMMERSIDE",1
"1068",59504668,306,1295.4998,109,15,215,86.36665333,"HALIFAX",5
"1069",29394693,413,1295.44985,243,56,243,23.13303304,"ENFIELD",4
"1070",30136117,357,1294.58949,251,23,110,56.28649957,"TURU",3
"1071",37475469,415,1294.52987,246,32,161,40.45405844,"HALIFAX",3
"1072",29349099,386,1294.34985,244,16,215,80.89686563,"HALIFAX",3
"1073",59979544,415,1293.47995,109,45,175,28.74399889,"HALIFAX",1
"1074",64629514,331,1293.22971,109,32,166,40.41342844,"HALIFAX",1
"1075",51849769,422,1292.69994,109,56,256,23.0839275,"HALIFAX",1
"1076",58261224,407,1292.42983,111,26,136,49.70883962,"HALIFAX",1
"1077",60432093,366,1292.11985,113,51,157,25.33568333,"HALIFAX",1
"1078",22249600,412,1292.08993,242,46,204,28.08891152,"HALIFAX",4
"1079",39353585,418,1291.92,110,43,226,30.04465116,"ST. JOHN'S",1
"1080",25888063,368,1291.86985,243,44,205,29.36067841,"CHARLOTTET",4
"1081",22307345,333,1291.64996,244,40,158,32.291249,"HALIFAX",3
"1082",60618426,345,1291.30984,109,48,213,26.90228833,"HALIFAX",1
"1083",36787172,409,1291.01995,248,21,264,61.47714048,"NEW GLASGO",3
"1084",61795507,346,1290.98982,110,34,141,37.97028882,"ARICHAT",1
"1085",21263341,355,1290.65976,253,35,155,36.87599314,"HALIFAX",3
"1086",23741385,422,1290.61988,242,79,216,16.33696051,"NEW GLASGO",4
"1087",22458052,406,1289.95978,246,40,179,32.2489945,"NEW GLASGO",4
"1088",37707576,356,1286.58962,246,13,128,98.96843231,"HALIFAX",3
"1089",26148223,402,1286.37988,245,30,233,42.87932933,"FORT ELLIS",4
"1090",39428420,393,1286.24976,242,44,230,29.23294909,"HALIFAX",4
"1091",46272965,515,1286.08994,245,46,194,27.95847696,"",4
"1092",20842680,329,1285.41982,248,16,190,80.33873875,"HALIFAX",3
"1093",59608195,396,1284.55985,111,45,212,28.54577444,"HALIFAX",1
"1094",39926353,429,1284.1199,244,35,103,36.68914,"HALIFAX",3
"1095",62473493,397,1283.77984,120,31,204,41.4122529,"HALIFAX",1
"1096",59427754,373,1283.11973,111,11,222,116.6472482,"HALIFAX",5
"1097",58643821,460,1282.44998,112,44,196,29.14659045,"HALIFAX",1
"1098",22114691,388,1281.57,243,17,142,75.38647059,"HALIFAX",3
"1099",64213695,453,1281.48993,135,26,196,49.28807423,"HALIFAX",1
"1100",61453633,341,1281.47976,109,34,135,37.69058118,"HALIFAX",1
"1101",59724921,423,1281.31961,110,44,154,29.12090023,"HALIFAX",1
"1102",22339169,404,1281.04988,244,30,206,42.70166267,"HALIFAX",3
"1103",59031044,462,1281.02993,109,55,149,23.29145327,"HALIFAX",1
"1104",63895403,347,1279.93989,113,48,204,26.66541438,"HALIFAX",1
"1105",40150157,298,1279.88988,243,31,193,41.28677032,"TORONTO",3
"1106",62362125,452,1279.36983,125,43,131,29.75278674,"HALIFAX",1
"1107",59310911,322,1279.02972,110,20,189,63.951486,"HALIFAX",1
"1108",58426327,366,1278.89991,109,38,249,33.65526079,"HALIFAX",1
