"","CUSTOMER_SK","TOTAL_No_Of_PURCHASE","TOTAL_REVENUE","RECENCY","TOTAL_No_of_VISITS","DISTINCT_PRODUCTS","AVERAGE_SPEND","CITY_NM","pkm$cluster"
"362",58872897,497,1961.76971,109,59,218,33.25033407,"HALIFAX",1
"363",21577503,507,1961.56969,256,39,283,50.29665872,"HALIFAX",4
"364",40052217,487,1960.90977,243,74,246,26.49878068,"HALIFAX",4
"365",58428440,546,1958.79955,119,19,267,103.0947132,"ST. JOHN'S",5
"366",61978529,610,1958.16001,115,33,281,59.33818212,"HALIFAX",5
"367",22284349,529,1957.84975,251,22,328,88.99317045,"HALIFAX",3
"368",39356203,851,1956.32998,220,101,460,19.36960376,"HALIFAX",6
"369",39819616,519,1946.03968,248,16,266,121.62748,"HALIFAX",3
"370",21692464,501,1944.96971,242,29,240,67.06792103,"HALIFAX",4
"371",22351981,525,1944.87994,244,14,249,138.9199957,"HALIFAX",3
"372",59914051,758,1944.66995,109,114,251,17.05850833,"HALIFAX",6
"373",59428166,542,1943.70974,113,38,322,51.15025632,"HALIFAX",6
"374",21161644,610,1942.81971,244,31,286,62.67160355,"HALIFAX",4
"375",21232652,493,1941.71978,245,27,93,71.91554741,"CALGARY",3
"376",21273617,1521,1941.63828,242,18,59,107.8687933,"BEAVER BAN",2
"377",59489003,517,1940.91958,109,36,271,53.91443278,"HALIFAX",1
"378",22964956,650,1936.13953,246,30,281,64.53798433,"DARTMOUTH",4
"379",59041668,691,1934.81986,109,242,320,7.995123388,"HALIFAX",6
"380",20947933,468,1932.35975,244,30,282,64.41199167,"BURLINGTON",4
"381",20755175,671,1931.01992,243,34,178,56.79470353,"HALIFAX",4
"382",21127061,542,1930.14972,245,47,284,41.06701532,"HALIFAX",4
"383",62512800,542,1928.53975,110,44,159,43.83044886,"LONDON",1
"384",22301205,559,1926.15977,246,18,277,107.0088761,"HALIFAX",3
"385",22114381,526,1923.5196,242,34,195,56.57410588,"HALIFAX",4
"386",22985887,438,1921.79963,255,23,240,83.55650565,"HALIFAX",3
"387",62339574,482,1916.36963,111,87,281,22.02723713,"HALIFAX",6
"388",21432110,539,1916.24965,242,31,296,61.81450484,"HALIFAX",4
"389",35076749,591,1910.26981,243,43,218,44.4248793,"HALIFAX",4
"390",58833257,491,1909.06978,113,18,281,106.0594322,"HALIFAX",5
"391",58741080,550,1906.10989,112,25,294,76.2443956,"HALIFAX",5
"392",58895440,576,1905.4597,112,37,237,51.49891081,"HALIFAX",1
"393",63944816,710,1902.26988,109,77,395,24.70480364,"HALIFAX",6
"394",60228583,599,1899.3999,110,52,358,36.52692115,"SYDNEY",6
"395",21688941,519,1897.3897,252,26,261,72.97652692,"HALIFAX",3
"396",28172236,524,1896.65959,244,43,271,44.10836256,"HALIFAX",4
"397",20783969,508,1895.84979,246,15,262,126.389986,"HALIFAX",3
"398",58313027,698,1894.87989,110,36,171,52.6355525,"HALIFAX",1
"399",59026928,692,1891.80988,109,76,371,24.89223526,"HALIFAX",6
"400",64151004,439,1890.23946,109,24,197,78.7599775,"HALIFAX",5
"401",59772586,660,1887.77952,109,70,127,26.96827886,"HALIFAX",6
"402",21699909,585,1886.6699,244,81,244,23.29222099,"HALIFAX",4
"403",21384489,528,1884.8998,244,39,147,48.3307641,"HALIFAX",4
"404",58614163,730,1883.70981,110,43,299,43.80720488,"HALIFAX",6
"405",59809290,555,1880.23993,110,66,300,28.48848379,"HALIFAX",6
"406",22615697,595,1880.1499,243,52,320,36.15672885,"HALIFAX",4
"407",37383984,613,1879.90985,245,64,305,29.37359141,"GLEN HAVEN",4
"408",59567850,580,1879.7699,109,67,269,28.05626716,"HALIFAX",6
"409",58755459,418,1879.25961,122,25,195,75.1703844,"HALIFAX",5
"410",58730772,524,1878.14964,112,23,316,81.65868,"HALIFAX",5
"411",53130748,594,1877.8198,110,32,364,58.68186875,"HALIFAX",6
"412",58232219,555,1875.88953,109,72,221,26.05402125,"HALIFAX",6
"413",60299979,453,1872.5397,109,42,232,44.58427857,"HALIFAX",1
"414",60997170,481,1872.23974,111,42,254,44.57713667,"HALIFAX",1
"415",21429920,632,1871.36994,242,93,342,20.12225742,"HALIFAX",4
"416",40174216,508,1869.31977,242,47,166,39.77276106,"HALIFAX",4
"417",51843234,511,1868.17963,243,34,239,54.94645971,"HALIFAX",4
"418",21167621,546,1867.49974,244,33,348,56.59090121,"HALIFAX",4
"419",58910528,494,1866.00983,110,55,176,33.92745145,"HALIFAX",1
"420",21270530,558,1865.79991,244,22,303,84.80908682,"HALIFAX",3
"421",61807629,506,1865.32964,113,32,205,58.29155125,"HALIFAX",1
"422",20732494,566,1864.92978,245,31,279,60.15902516,"FREDERICTO",4
"423",31919946,572,1864.67968,252,40,153,46.616992,"HALIFAX",4
"424",61872196,451,1864.60964,111,24,263,77.69206833,"HALIFAX",5
"425",58890024,531,1861.3797,113,27,266,68.93998889,"HALIFAX",5
"426",28310674,718,1856.41987,242,63,232,29.46698206,"HALIFAX",4
"427",62520084,435,1854.3098,109,87,215,21.31390575,"HALIFAX",6
"428",59012917,553,1853.75978,112,74,243,25.05080784,"HALIFAX",6
"429",52997126,642,1852.48991,244,107,374,17.31298981,"HALIFAX",6
"430",22752008,775,1851.8399,242,103,241,17.97902816,"HALIFAX",4
"431",59744561,593,1851.65983,109,58,314,31.92516948,"HALIFAX",6
"432",22114746,503,1848.20986,247,24,317,77.00874417,"HALIFAX",4
"433",60007125,628,1846.56987,110,150,163,12.3104658,"HALIFAX",6
"434",61453445,651,1846.35973,110,25,197,73.8543892,"",5
"435",22185191,550,1846.00982,244,37,172,49.8921573,"HERRING CO",4
"436",59810692,646,1844.92978,115,44,245,41.93022227,"DARTMOUTH",6
"437",38875516,553,1844.33974,245,23,233,80.18868435,"HALIFAX",3
"438",52884223,592,1843.69997,250,28,262,65.8464275,"TORONTO",4
"439",58647934,592,1843.43975,111,28,278,65.83713393,"HALIFAX",5
"440",58639014,572,1843.27984,111,33,311,55.85696485,"HALIFAX",5
"441",39425711,504,1840.24975,243,77,286,23.8993474,"HALIFAX",4
"442",21329954,411,1839.08971,243,22,244,83.59498682,"HALIFAX",3
"443",22211615,521,1836.27957,244,39,193,47.08409154,"HALIFAX",4
"444",59019400,516,1834.25981,109,85,289,21.57952718,"HALIFAX",6
"445",39354169,540,1832.73978,244,32,241,57.27311813,"HALIFAX",4
"446",59502896,572,1831.4796,110,21,215,87.21331429,"HALIFAX",5
"447",41531987,491,1830.36974,111,51,339,35.88960275,"TIMBERLEA",6
"448",41509991,504,1829.9599,250,17,260,107.6447,"HALIFAX",3
"449",22287890,814,1826.83988,242,88,216,20.75954409,"HALIFAX",4
"450",62341505,370,1826.4596,110,16,126,114.153725,"HALIFAX",5
"451",58705512,657,1826.2898,109,87,358,20.99183678,"HALIFAX",6
"452",31746197,620,1826.19989,242,55,305,33.20363436,"HALIFAX",4
"453",23742520,598,1826.0798,245,25,361,73.043192,"TRURO",4
"454",52624918,535,1824.15987,242,60,344,30.4026645,"HALIFAX",4
"455",60416191,518,1823.71982,111,53,255,34.40980792,"HALIFAX",6
"456",39349752,579,1823.18986,245,39,308,46.74845795,"NORTH RIVE",4
"457",61824154,546,1817.47995,109,91,240,19.97230714,"HALIFAX",6
"458",20982798,578,1816.89984,244,47,324,38.6574434,"HALIFAX",4
"459",59501737,651,1816.80975,109,90,219,20.186775,"HALIFAX",6
"460",60351280,511,1814.64974,110,23,148,78.89781478,"DARTMOUTH",5
"461",52035302,529,1812.71978,244,24,268,75.52999083,"HALIFAX",3
"462",22451401,444,1809.24959,242,25,221,72.3699836,"HALIFAX",3
"463",21625134,704,1806.14969,244,50,242,36.1229938,"HALIFAX",4
"464",21630636,469,1805.89964,242,50,194,36.1179928,"WILLIAMSWO",4
"465",59567719,518,1805.13962,111,81,147,22.28567432,"HALIFAX",6
"466",22286346,512,1804.97993,248,20,253,90.2489965,"HALIFAX",3
"467",21567503,521,1804.78987,247,17,224,106.16411,"HALIFAX",3
"468",39357989,629,1802.30992,126,30,265,60.07699733,"HALIFAX",5
"469",52628986,409,1799.48977,243,49,228,36.72428102,"HALIFAX",4
"470",42476412,778,1798.77993,112,85,444,21.16211682,"NORTH RIVE",6
"471",59507113,558,1798.55986,115,38,277,47.33052263,"HALIFAX",1
"472",21164677,500,1798.40961,242,39,230,46.11306692,"HALIFAX",4
"473",22566147,586,1796.86969,242,55,125,32.670358,"HALIFAX",4
"474",36784251,441,1795.53974,109,76,276,23.62552289,"HALIFAX",6
"475",23748375,439,1794.96953,244,18,201,99.72052944,"HALIFAX",3
"476",58987912,510,1794.17984,110,20,227,89.708992,"HALIFAX",5
"477",20842848,497,1790.15975,247,19,287,94.21893421,"HALIFAX",3
"478",63109943,389,1788.63951,109,45,115,39.74754467,"HALIFAX",1
"479",34927053,773,1788.30854,245,83,101,21.54588602,"LAKE LOON",4
"480",21439778,530,1788.11976,245,19,365,94.11156632,"HALIFAX",3
"481",35071976,405,1787.67974,255,11,240,162.51634,"HALIFAX",3
"482",61045242,707,1785.92987,109,70,141,25.51328386,"",6
"483",20949611,431,1785.11962,251,38,199,46.97683211,"HALIFAX",4
"484",58807562,557,1777.84976,110,27,196,65.84628741,"HALIFAX",5
"485",61290435,568,1777.43984,111,57,308,31.18315509,"NEW WATERF",6
"486",58639229,555,1777.41974,109,72,251,24.68638528,"HALIFAX",6
"487",51841511,511,1776.77987,245,48,305,37.01624729,"HALIFAX",4
"488",58642440,481,1776.26978,109,31,274,57.29902516,"HALIFAX",1
"489",59441963,667,1773.89992,109,95,272,18.67263074,"HALIFAX",6
"490",61814650,681,1772.41977,110,71,309,24.96365873,"HALIFAX",6
"491",36512592,418,1769.93966,242,32,237,55.31061438,"HALIFAX",4
"492",61755919,486,1767.17967,109,96,193,18.40812156,"PARRSBORO",6
"493",51084146,559,1765.65977,254,73,330,24.18712014,"PORT PERRY",4
"494",20921783,508,1765.00977,243,15,231,117.667318,"HALIFAX",3
"495",37125526,497,1764.92982,257,40,87,44.1232455,"HALIFAX",3
"496",59788688,566,1764.32983,109,56,267,31.50588982,"HALIFAX",6
"497",51389472,515,1763.99004,245,30,236,58.799668,"CHILLIWACK",4
"498",28741424,496,1762.38969,242,27,259,65.27369222,"DARTMOUTH",4
"499",59428846,613,1762.32985,110,35,266,50.35228143,"HALIFAX",1
"500",58789962,381,1760.59957,109,31,225,56.79353452,"HALIFAX",1
"501",39652421,407,1757.30945,111,19,158,92.48997105,"HALIFAX",5
"502",60816995,473,1756.27982,109,53,254,33.13735509,"HALIFAX",1
"503",22844597,473,1755.48955,245,31,168,56.62869516,"HALIFAX",3
"504",26306410,468,1754.70965,243,15,304,116.9806433,"HALIFAX",3
"505",58338197,522,1754.34974,113,19,250,92.33419684,"HALIFAX",5
"506",62676750,474,1753.45977,112,105,249,16.69961686,"PORT MORIE",6
"507",58638337,563,1753.15971,110,50,291,35.0631942,"HALIFAX",6
"508",58839759,492,1751.78957,112,42,239,41.70927548,"HALIFAX",1
"509",22301194,573,1750.26989,242,27,327,64.82481074,"HALIFAX",4
"510",22609804,541,1748.9197,242,36,274,48.58110278,"HALIFAX",4
"511",60575842,440,1747.56997,109,35,104,49.93057057,"HALIFAX",1
"512",58294441,501,1747.01975,111,31,274,56.35547581,"FREDERICTO",1
"513",39000445,472,1746.69989,245,13,195,134.36153,"HALIFAX",3
"514",58383341,506,1746.22975,119,20,262,87.3114875,"SOURIS",5
"515",60943606,427,1743.81956,109,20,200,87.190978,"HALIFAX",5
"516",21381706,462,1743.62972,242,25,241,69.7451888,"HALIFAX",3
"517",21440894,452,1743.0398,248,20,275,87.15199,"HALIFAX",3
"518",21603050,593,1742.85986,243,63,244,27.66444222,"HALIFAX",4
"519",20900176,426,1742.63965,246,32,211,54.45748906,"HALIFAX",3
"520",58265434,488,1741.50967,113,9,254,193.5010744,"HALIFAX",5
"521",22340716,416,1738.11951,244,39,167,44.56716692,"HALIFAX",4
"522",60071794,480,1737.67963,110,35,274,49.64798943,"DARTMOUTH",1
"523",37380276,564,1737.12998,242,81,253,21.44604914,"HALIFAX",4
"524",61787691,459,1736.93983,114,43,252,40.39394953,"HALIFAX",1
"525",62335036,542,1736.81998,109,18,236,96.48999889,"HALIFAX",5
"526",28859647,507,1735.02946,250,45,165,38.55621022,"HALIFAX",4
"527",29934093,489,1733.45956,243,62,212,27.95902516,"HALIFAX",4
"528",58814824,563,1732.03977,110,41,252,42.24487244,"HALIFAX",1
"529",62617371,465,1731.9199,112,39,236,44.40820256,"HALIFAX",1
"530",39631791,454,1731.79966,245,53,236,32.67546528,"HALIFAX",4
"531",59568271,475,1731.44963,111,75,153,23.08599507,"HALIFAX",1
"532",21598434,508,1730.98966,246,19,194,91.10471895,"HALIFAX",3
"533",59919127,456,1728.80967,111,69,270,25.05521261,"HALIFAX",6
"534",58810237,479,1728.09982,111,53,193,32.60565698,"HALIFAX",1
"535",40121353,472,1727.8098,251,15,167,115.18732,"HALIFAX",3
"536",22595068,402,1727.59954,242,21,115,82.26664476,"HALIFAX",3
"537",34919532,558,1727.52986,242,47,356,36.75595447,"HALIFAX",4
"538",39650200,444,1724.43974,259,41,261,42.05950585,"ROCKWOOD",4
"539",58892513,518,1721.11979,109,41,204,41.97853146,"HUBLEY",1
"540",37731962,528,1720.8698,118,38,186,45.28604737,"HAMMONDS P",1
"541",62355275,458,1718.24974,114,29,222,59.24999103,"HALIFAX",1
"542",20811625,460,1716.65971,242,16,215,107.2912319,"HALIFAX",3
"543",64804208,568,1714.85997,115,35,291,48.99599914,"EAST YORK",1
"544",40045752,593,1711.94991,242,51,283,33.56764529,"HALIFAX",4
"545",59567676,566,1708.35993,109,131,199,13.0409155,"HALIFAX",6
"546",23179654,566,1707.53994,246,44,290,38.80772591,"SYDNEY",4
"547",60523385,585,1706.76981,111,84,123,20.31868821,"DARTMOUTH",6
"548",60996390,616,1706.33981,111,60,249,28.43899683,"HALIFAX",6
"549",60641227,519,1705.70985,110,70,267,24.36728357,"HALIFAX",6
"550",60553551,448,1705.05972,111,26,250,65.57922,"DARTMOUTH",5
"551",21151391,612,1703.6799,243,32,301,53.23999688,"HALIFAX",4
"552",59579360,481,1702.55993,113,23,206,74.02434478,"HALIFAX",5
"553",22760111,460,1700.84979,242,29,185,58.64999276,"HALIFAX",3
"554",34816717,639,1700.66979,252,23,159,73.94216478,"",3
"555",59804783,546,1700.05981,109,37,288,45.94756243,"HALIFAX",1
"556",37062722,618,1696.51973,242,205,253,8.275706,"PERTH-ANDO",6
"557",58279511,548,1693.59984,110,60,303,28.226664,"HALIFAX",6
"558",22185178,395,1693.40969,246,14,207,120.957835,"PORTUGUESE",3
"559",21637630,633,1692.76995,243,207,321,8.177632608,"HALIFAX",6
"560",21458111,523,1691.9797,242,33,237,51.27211212,"HALIFAX",4
"561",23654583,520,1691.4498,253,43,181,39.33604186,"ARICHAT",4
"562",21352079,455,1690.27981,246,28,193,60.36713607,"HALIFAX",3
"563",21567516,563,1689.27963,242,66,238,25.59514591,"PORTUGUESE",4
"564",61349461,421,1687.90979,110,39,168,43.27973821,"HALIFAX",1
"565",25221181,456,1686.95979,242,52,263,32.44153442,"FREDERICTO",4
"566",29354169,398,1685.92974,243,37,230,45.56566865,"HALIFAX",4
"567",21702815,482,1683.14969,242,100,264,16.8314969,"HALIFAX",4
"568",58642220,517,1682.75964,111,39,246,43.14768308,"HALIFAX",1
"569",20887638,454,1678.2097,245,25,201,67.128388,"HALIFAX",3
"570",58470022,519,1677.91978,109,43,281,39.02139023,"HALIFAX",1
"571",21607650,471,1673.22969,242,45,240,37.182882,"HALIFAX",4
"572",21355393,461,1673.15974,246,43,183,38.91069163,"HALIFAX",4
"573",23642931,508,1672.9897,252,17,290,98.41115882,"DARTMOUTH",3
"574",59489017,497,1669.51997,112,33,223,50.59151424,"HALIFAX",1
"575",61018459,414,1669.34975,112,22,181,75.87953409,"HALIFAX",5
"576",53661108,427,1668.00939,242,30,168,55.600313,"HALIFAX",3
"577",22338510,501,1667.51984,242,45,236,37.05599644,"HALIFAX",4
"578",59693562,412,1667.36963,111,26,197,64.12960115,"HALIFAX",5
"579",39537548,430,1666.31972,243,35,190,47.60913486,"HALIFAX",4
"580",58907175,432,1663.1497,111,14,254,118.7964071,"HALIFAX",5
"581",59984689,595,1663.05987,109,55,320,30.23745218,"HALIFAX",6
"582",52620857,465,1660.1398,258,14,247,118.5814143,"HALIFAX",5
"583",59583005,435,1659.67986,109,55,158,30.17599745,"HALIFAX",1
"584",62384714,467,1657.95987,110,21,254,78.95047,"HALIFAX",5
"585",52236260,412,1656.71966,248,37,198,44.77620703,"",4
"586",58681017,551,1656.25959,120,53,265,31.25018094,"HALIFAX",6
"587",20784457,451,1655.85972,245,22,257,75.26635091,"HALIFAX",3
"588",60484817,496,1651.45976,115,19,221,86.91893474,"HALIFAX",5
"589",58397685,541,1648.49993,112,40,207,41.21249825,"HALIFAX",1
"590",59427771,490,1648.2297,109,30,297,54.94099,"HALIFAX",1
"591",59425861,577,1647.61996,111,71,332,23.20591493,"HALIFAX",6
"592",59506837,420,1645.03971,109,39,243,42.18050538,"HALIFAX",1
"593",37058303,519,1644.99988,242,17,289,96.76469882,"HALIFAX",3
"594",60331500,569,1643.90978,110,55,207,29.88926873,"HALIFAX",1
"595",52233098,438,1641.33982,247,95,241,17.27726126,"",4
"596",59977416,345,1639.64949,117,17,212,96.44997,"FALL RIVER",5
"597",40042656,633,1637.80978,246,189,263,8.665660211,"HALIFAX",6
"598",58842600,431,1637.7697,132,76,229,21.54960132,"HALIFAX",6
"599",64453353,476,1636.69985,110,87,202,18.81264195,"WALTON",6
"600",60484819,393,1636.05965,113,53,229,30.86905,"HALIFAX",1
"601",58369756,507,1635.83,109,66,249,24.78530303,"HALIFAX",6
"602",39449903,433,1633.86978,242,56,270,29.17624607,"HALIFAX",4
"603",22111568,524,1632.40989,243,61,334,26.76081787,"HALIFAX",4
"604",36038182,514,1629.65989,125,57,336,28.59052439,"ST. JOHN'S",6
"605",58473493,373,1628.99965,113,27,222,60.33332037,"BURLINGTON",1
"606",23604268,475,1628.79983,242,52,153,31.32307365,"HALIFAX",4
"607",25407622,472,1628.45976,246,45,228,36.18799467,"DARTMOUTH",4
"608",63035305,448,1628.08997,131,32,229,50.87781156,"CHILLIWACK",1
"609",39536181,600,1627.83988,243,31,328,52.51096387,"HALIFAX",4
"610",59431868,572,1625.72988,112,45,230,36.12733067,"HALIFAX",1
"611",64492018,406,1624.06972,111,44,172,36.91067545,"HALIFAX",1
"612",22308266,435,1623.4297,242,40,202,40.5857425,"HALIFAX",4
"613",20821005,536,1621.83992,245,23,256,70.51477913,"HALIFAX",3
"614",21328881,402,1621.47973,247,9,217,180.1644144,"HALIFAX",3
"615",60415522,420,1619.87985,111,49,171,33.05877245,"HALIFAX",1
"616",23444328,507,1619.37982,244,50,263,32.3875964,"DARTMOUTH",4
"617",59637196,506,1619.36975,110,70,302,23.13385357,"HALIFAX",6
"618",61153326,608,1612.45982,110,66,254,24.43120939,"HALIFAX",6
"619",58240520,413,1611.29981,109,43,277,37.4720886,"ROTHESAY",1
"620",51902158,454,1610.71978,243,27,280,59.65628815,"HALIFAX",4
"621",58316607,418,1610.5698,109,34,230,47.3697,"HALIFAX",1
"622",61315883,480,1609.17983,111,25,213,64.3671932,"HALIFAX",5
"623",60408874,506,1608.28994,111,35,220,45.95114114,"HALIFAX",1
"624",21566188,473,1605.26988,243,18,215,89.18166,"HALIFAX",3
"625",39551566,523,1605.13994,262,19,322,84.48104947,"HALIFAX",3
"626",59741274,470,1603.07984,109,35,257,45.80228114,"HALIFAX",1
"627",58910197,409,1602.85971,109,17,258,94.28586529,"HALIFAX",5
"628",39446850,574,1601.36988,242,44,385,36.39477,"DIGBY",4
"629",21619883,647,1600.88985,242,58,306,27.60154914,"HALIFAX",4
"630",61695877,463,1599.11972,109,41,223,39.00292,"HALIFAX",1
"631",38975879,573,1598.4799,243,54,294,29.60147963,"HALIFAX",4
"632",60412658,507,1597.87971,112,49,243,32.60979,"DARTMOUTH",1
"633",23792066,637,1596.65987,248,33,275,48.38363242,"HALIFAX",4
"634",39355141,413,1594.65976,247,35,214,45.56170743,"HALIFAX",4
"635",31682231,481,1594.32993,245,26,243,61.32038192,"HALIFAX",3
"636",59608231,469,1593.69972,112,70,240,22.76713886,"HALIFAX",6
"637",53388441,529,1592.90996,248,20,277,79.645498,"HALIFAX",3
"638",58441451,437,1590.82976,118,21,249,75.7537981,"HALIFAX",5
"639",21436695,414,1590.45971,248,23,279,69.15042217,"HALIFAX",3
"640",60675071,529,1589.86987,109,39,259,40.7658941,"HALIFAX",1
"641",59026983,583,1587.19984,109,82,271,19.35609561,"HALIFAX",6
"642",59599910,464,1586.80986,109,59,288,26.89508237,"HALIFAX",6
"643",22114221,446,1586.12972,242,34,246,46.65087412,"HALIFAX",4
"644",22386928,476,1585.31983,242,36,277,44.03666194,"HALIFAX",4
"645",21619819,585,1584.84991,251,38,314,41.70657658,"HALIFAX",4
"646",21454149,391,1584.29971,243,46,200,34.44129804,"HALIFAX",4
"647",59088980,481,1581.07971,112,96,234,16.46958031,"HALIFAX",6
"648",21389700,512,1580.09986,243,30,308,52.66999533,"HALIFAX",4
"649",20794099,526,1579.12983,244,60,244,26.3188305,"HALIFAX",4
"650",37054837,543,1578.98999,245,16,249,98.68687438,"HALIFAX",3
"651",40131507,397,1577.61982,248,8,171,197.2024775,"HALIFAX",5
"652",23617181,442,1577.28977,244,19,183,83.01525105,"HALIFAX",3
"653",25954236,438,1575.07985,255,19,189,82.89893947,"HALIFAX",3
"654",61771396,547,1573.81976,110,48,260,32.78791167,"HALIFAX",1
"655",58907705,599,1572.66976,111,42,200,37.4445181,"HALIFAX",1
"656",39454404,436,1571.37986,109,49,258,32.06897673,"WEST VANCO",1
"657",39943819,401,1570.84985,254,14,189,112.2035607,"HALIFAX",3
"658",62472245,493,1570.20987,109,40,238,39.25524675,"HALIFAX",1
"659",27958910,593,1569.57993,245,63,160,24.91396714,"",4
"660",40171874,381,1568.73976,117,32,227,49.0231175,"HALIFAX",1
"661",21233363,472,1568.68989,242,32,301,49.02155906,"STELLARTON",4
"662",61039843,476,1565.52983,111,38,276,41.19815342,"HALIFAX",1
"663",58989233,535,1562.61988,109,51,270,30.63960549,"HALIFAX",1
"664",58470154,431,1561.76981,110,28,158,55.77749321,"HALIFAX",1
"665",61152879,482,1560.6397,109,67,231,23.29312985,"HALIFAX",6
"666",61766591,515,1559.99987,111,77,228,20.25973857,"HALIFAX",6
"667",59971310,532,1558.59995,112,18,252,86.58888611,"HALIFAX",5
"668",37351319,437,1556.75981,242,64,248,24.32437203,"HALIFAX",4
"669",21157851,407,1556.64968,257,16,214,97.290605,"HALIFAX",3
"670",59499673,440,1554.56986,113,21,303,74.02713619,"MCGRATHS C",5
"671",58433544,389,1554.13973,119,30,224,51.80465767,"HALIFAX",1
"672",22300456,600,1553.60958,245,42,149,36.99070429,"HALIFAX",4
"673",23740691,496,1551.71991,243,21,240,73.89142429,"HALIFAX",3
"674",21591648,384,1551.55976,242,33,207,47.01696242,"HALIFAX",3
"675",61900823,396,1551.45966,110,30,206,51.715322,"HALIFAX",1
"676",59428151,467,1549.83987,110,72,173,21.52555375,"HALIFAX",1
"677",62368000,432,1549.02973,109,44,179,35.20522114,"HALIFAX",1
"678",59501317,354,1547.79955,111,17,146,91.04703235,"HALIFAX",5
"679",64738530,426,1545.54985,110,54,197,28.62129352,"HALIFAX",1
"680",39655640,505,1545.32991,256,47,257,32.87935979,"HALIFAX",4
"681",62705967,472,1543.74988,118,25,253,61.7499952,"HALIFAX",5
"682",23325520,615,1542.12989,242,51,417,30.23784098,"HALIFAX",4
"683",21629635,423,1539.74971,244,21,170,73.32141476,"HALIFAX",3
"684",22301303,555,1539.00979,244,28,164,54.96463536,"WOLFVILLE",3
"685",22117533,519,1538.0198,242,196,257,7.847039795,"HAMMONDS P",6
"686",59609425,533,1535.73999,111,38,185,40.41421026,"HALIFAX",1
"687",36876754,389,1535.60962,244,15,204,102.3739747,"SAMBRO CRE",3
"688",53242007,475,1535.32981,246,25,281,61.4131924,"HALIFAX",3
"689",58883904,454,1535.1699,109,125,201,12.2813592,"LOWER SACK",6
"690",59578262,473,1533.71985,118,20,244,76.6859925,"HALIFAX",5
"691",61814485,536,1533.65978,112,116,356,13.221205,"HALIFAX",6
"692",51676274,351,1532.76982,254,19,212,80.67209579,"HALIFAX",3
"693",59081023,436,1532.44983,113,18,243,85.13610167,"HALIFAX",5
"694",20872162,395,1530.87961,251,27,239,56.69924481,"HALIFAX",3
"695",66145523,469,1529.90987,115,24,289,63.74624458,"HALIFAX",5
"696",22305510,674,1528.84997,242,52,287,29.40096096,"HALIFAX",4
"697",35110054,456,1528.04971,114,74,179,20.64932041,"HALIFAX",1
"698",22437962,490,1527.01982,243,29,263,52.65585586,"HALIFAX",4
"699",23644288,373,1526.49968,293,17,196,89.79409882,"HALIFAX",3
"700",21634517,503,1525.67995,251,14,333,108.9771393,"HALIFAX",3
"701",22848973,509,1524.81965,243,33,234,46.20665606,"SCOTSBURN",4
"702",34462715,414,1524.70972,243,24,225,63.52957167,"HALIFAX",3
"703",37363943,564,1523.60991,242,81,229,18.80999889,"HALIFAX",4
"704",39357794,400,1523.20986,243,21,216,72.53380286,"HALIFAX",3
"705",37146688,399,1521.77977,243,22,263,69.17180773,"MOUNT UNIA",3
"706",60625676,590,1521.71991,113,73,217,20.84547822,"HALIFAX",6
"707",37048073,521,1521.5299,242,58,259,26.23327414,"HALIFAX",4
"708",53543082,469,1520.95991,244,62,177,24.53161145,"",4
"709",58323501,353,1520.3798,110,45,195,33.78621778,"HALIFAX",1
"710",29939439,419,1520.09981,242,24,265,63.33749208,"DARTMOUTH",3
"711",59583072,695,1520.05995,109,140,295,10.85757107,"HALIFAX",6
"712",64016105,456,1519.88987,110,52,237,29.22865135,"HALIFAX",1
"713",40170289,513,1519.53987,252,54,299,28.13962722,"HALIFAX",4
"714",36799049,347,1518.59982,242,36,207,42.18332833,"HALIFAX",4
"715",60693794,371,1518.46963,111,17,99,89.32174294,"HALIFAX",5
"716",58652978,443,1517.41978,111,27,304,56.20073259,"HALIFAX",1
"717",61051451,372,1516.64988,110,66,110,22.97954364,"HALIFAX",1
"718",58792496,566,1516.25986,111,40,349,37.9064965,"HALIFAX",6
"719",37465404,428,1515.59957,243,47,151,32.24679936,"HALIFAX",4
"720",60194995,415,1515.38983,159,35,306,43.29685229,"SYDNEY",1
"721",39649112,475,1514.97994,248,17,212,89.11646706,"HALIFAX",3
"722",58889706,399,1514.60962,112,20,208,75.730481,"HALIFAX",5
"723",59427895,555,1513.30999,109,53,178,28.55301868,"HALIFAX",1
"724",59427751,521,1513.17984,111,89,210,17.00202067,"HALIFAX",6
"725",40167736,404,1512.45975,255,26,186,58.17152885,"HALIFAX",3
"726",39557811,379,1511.85963,243,28,200,53.99498679,"HALIFAX",3
"727",58657951,525,1511.42989,111,82,263,18.43207183,"HALIFAX",6
"728",59427712,590,1511.03994,109,246,285,6.14243878,"HALIFAX",6
"729",37727303,475,1510.24994,243,19,288,79.48683895,"HALIFAX",3
"730",22762599,429,1508.3598,242,26,207,58.01383846,"HALIFAX",3
"731",33415240,415,1507.8998,254,26,277,57.99614615,"HALIFAX",3
"732",60553788,480,1507.74983,135,16,213,94.23436438,"HALIFAX",5
"733",59506824,495,1507.40964,115,54,177,27.91499333,"HALIFAX",1
"734",21173357,465,1506.98977,244,64,242,23.54671516,"HALIFAX",4
"735",52639074,351,1505.8095,249,17,154,88.57702941,"MONTREAL",3
"736",36794922,528,1505.47989,244,38,207,39.61789184,"HALIFAX",4
