"","ITEM_SK","TOTAL_REVENUE","BASKETS","DISTINCT_CUSTOMERS","AVERAGE_PRICE","PRODUCT_NAME","PRODUCT_CAT","pkm$cluster"
"1747",15264649,1487.01,373,211,3.79383378,"Cereal","Grocery",1
"1748",11683474,1485.11956,202,111,7.165918408,"Boxed Meat","Meat",4
"1749",12785439,1485,425,200,3.397717647,"Pickles-Ant","Deli",2
"1750",11701256,1484.6,1126,357,0.582339858,"Buns And Ro","Instore Bake",2
"1751",12786925,1484.11924,164,87,8.929588982,"Boxed Meat","Meat",4
"1752",12857905,1484.04997,244,126,5.936161148,"Yogurt","Dairy",1
"1753",14230616,1483.81998,495,290,2.45906693,"Salted Snac","Grocery",2
"1754",14073328,1483.64999,481,184,2.700403617,"Alternative","Grocery",2
"1755",13009821,1483.40999,237,90,6.294067775,"Bistro","Home Meal Re",1
"1756",12820683,1483.38982,271,132,5.060989403,"Alternative","Grocery",1
"1757",14462872,1479.99852,149,89,9.7972875,"Shell Fish ","Seafood",4
"1758",14109444,1479.50994,331,173,4.217794503,"Refrigerate","Dairy",1
"1759",11670586,1479.3,580,198,1.997271157,"Water","Grocery",2
"1760",13798008,1477.18,398,193,3.357839196,"Yogurt","Dairy",2
"1761",14066331,1475.61995,260,121,5.579307596,"Organic Pro","Produce",1
"1762",11752440,1474.66999,628,244,1.972073361,"Alternative","Grocery",2
"1763",12028128,1474.01,518,249,2.606293436,"Refrigerate","Dairy",2
"1764",14230615,1473.97998,517,287,2.492185678,"Salted Snac","Grocery",2
"1765",14499056,1473.06999,429,213,3.019440554,"Bagel","Instore Bake",2
"1766",13971975,1472.59999,194,109,7.564948428,"Deli Cheese","Deli",4
"1767",11706536,1472.59998,1129,392,0.973775408,"Chocolate","Grocery",2
"1768",12735031,1472.19991,283,161,4.96125726,"Refrig.Past","Home Meal Re",1
"1769",14566339,1471.98946,155,89,9.270899968,"Boxed Meat","Meat",4
"1770",11620659,1471.94998,700,275,1.908249994,"Buns And Ro","Instore Bake",2
"1771",11636956,1470.96995,249,129,5.844403699,"Refrigerate","Dairy",1
"1772",11857216,1469.69997,318,180,4.342295575,"Other Dairy","Dairy",1
"1773",15016561,1469.61993,243,117,5.845569146,"Dairy Chees","Dairy",1
"1774",14409765,1469.40999,398,197,3.577766574,"Yogurt","Dairy",2
"1775",11746309,1468.79,490,197,2.932126789,"Milk Produc","Dairy",2
"1776",12185945,1467.19855,150,89,6.682919216,"Services - ","Services",1
"1777",14084923,1466.91994,396,183,3.073930928,"Yogurt","Dairy",2
"1778",12936573,1465.58,513,278,2.56245614,"Cookies","Grocery",2
"1779",14543026,1464.55998,263,120,5.433002519,"Frozen Pizz","Frozen Groce",1
"1780",13034515,1463.59,409,166,3.277897311,"Salted Snac","Grocery",2
"1781",12813023,1463.52988,221,116,6.364530045,"Soft Drinks","Grocery",1
"1782",14071332,1462.58,413,190,3.266949153,"Chips","Grocery",2
"1783",13886042,1462.34996,312,197,4.522713622,"Oil","Grocery",1
"1784",11838810,1462.11,866,320,1.63,"Milk Produc","Dairy",2
"1785",12889496,1461.35,506,229,2.524087302,"Com. Sweet ","Commercial B",2
"1786",11843030,1460.20997,501,168,2.242057496,"Processed","Meat",2
"1787",15223005,1459.93993,173,73,8.236647197,"Internation","Grocery",4
"1788",15253076,1456.69997,507,228,2.644069676,"Chips","Grocery",2
"1789",11658007,1455.96994,422,206,2.726682435,"NPF","Grocery",2
"1790",12813126,1455.08994,373,181,3.564781005,"Yogurt","Dairy",2
"1791",15060575,1452.96997,293,115,4.676109191,"Yogurt","Dairy",1
"1792",11740362,1452.74999,493,289,2.825787688,"Cooking Veg","Produce",2
"1793",13789494,1452.69998,312,97,4.660299119,"Cooking Veg","Produce",1
"1794",14993547,1451.98994,419,204,2.50476073,"Frozen Ice ","Frozen Groce",2
"1795",11674378,1449.68997,327,129,4.207579463,"Vegetables ","Grocery",1
"1796",11694620,1448.99969,168,124,7.805388338,"Confectione","Grocery",4
"1797",13776913,1446.91,400,196,3.388,"Cereal","Grocery",2
"1798",14102351,1446.17994,191,78,7.492984136,"Deli Cheese","Deli",4
"1799",14565667,1445.61991,234,106,5.693090994,"Frozen Pizz","Frozen Groce",1
"1800",11606563,1445.36997,305,199,4.443903483,"Apple And P","Produce",1
"1801",11604492,1445.02996,422,242,3.091951681,"Baking","Grocery",2
"1802",11840454,1444,844,160,1.238123515,"Chips","Grocery",2
"1803",15275929,1443.74981,256,103,4.44972635,"Yogurt","Dairy",1
"1804",11635289,1443.04995,333,191,3.895802656,"Paper","Grocery",1
"1805",11671437,1442.40999,356,201,3.988145,"Dry Produce","Produce",1
"1806",12802565,1442.14992,275,136,4.979018036,"Dairy Chees","Dairy",1
"1807",14861557,1440.94,360,209,3.918083333,"Frozen Ice ","Frozen Groce",1
"1808",14944179,1439.77,328,183,4.407553517,"Deli Cheese","Deli",1
"1809",11641371,1439.45987,262,149,5.157164511,"Cleaners An","Grocery",1
"1810",12788263,1439.38999,308,170,4.587209544,"Frozen Ice ","Frozen Groce",1
"1811",11730377,1437.54,381,193,3.629107612,"Salted Snac","Grocery",2
"1812",11713106,1437.40982,326,122,3.326911923,"Chocolate","Grocery",2
"1813",14309531,1437.19985,362,165,3.126813881,"NPF","Grocery",2
"1814",14899959,1437.19,441,241,3.027256236,"Chips","Grocery",2
"1815",12788388,1436.71997,730,425,1.357281741,"Canned Vege","Grocery",2
"1816",13902647,1436.62988,199,107,6.917738392,"Paper","Grocery",4
"1817",14279593,1436.33995,308,85,4.231313738,"Fruit And D","Grocery",1
"1818",11702971,1435.35999,504,166,2.804828036,"Breads","Instore Bake",2
"1819",11677638,1433.61999,335,213,4.185611933,"Apple And P","Produce",1
"1820",11714670,1432.41,361,241,3.945789474,"Salad Items","Produce",1
"1821",14513087,1432.17,443,190,3.215,"Chips","Grocery",2
"1822",13798056,1431.50993,383,132,3.464151364,"Other Fruit","Produce",2
"1823",12788454,1431.15,435,253,3.214367816,"Organic Pro","Produce",2
"1824",11640521,1430.72998,346,208,3.721502868,"Refrigerate","Dairy",2
"1825",11698435,1430.65995,498,202,2.923706263,"Bulk Food","Bulk",2
"1826",14094424,1429.6199,189,92,7.338403989,"Pet","Grocery",4
"1827",11743157,1428.13,433,136,2.371345708,"Pizza (Fres","Home Meal Re",2
"1828",15165056,1428.08988,170,98,8.085344822,"Laundry","Grocery",4
"1829",11682733,1427.82,319,153,4.419179811,"Alternative","Instore Bake",1
"1830",11643489,1427.80997,529,306,2.477296773,"Salted Snac","Grocery",2
"1831",12785719,1425.05999,352,169,3.890123097,"Bread Produ","Commercial B",1
"1832",11751709,1424.54999,657,263,1.940593606,"Alternative","Grocery",2
"1833",11819745,1424.31,462,251,3.03632321,"Frozen Vege","Frozen Groce",2
"1834",15673354,1424.04878,147,82,9.16019631,"Chicken","Meat",4
"1835",11873449,1423.9,372,119,3.787446237,"Sandwich / ","Home Meal Re",1
"1836",11972290,1422.01992,479,145,2.610034819,"Other Fruit","Produce",2
"1837",14472124,1421.04993,296,85,4.281790456,"Organic &Na","Grocery",1
"1838",15253065,1420.9,408,167,3.353546798,"Chips","Grocery",2
"1839",11628814,1419.7788,142,64,9.928019789,"Organic &Na","Grocery",4
"1840",11646472,1418.85998,297,136,4.483221077,"Frozen Pizz","Frozen Groce",1
"1841",13966867,1418.67998,362,192,3.708609558,"Yogurt","Dairy",2
"1842",11622130,1418.41,308,181,4.563116883,"Rice","Grocery",1
"1843",11738375,1417.96874,164,107,8.432736433,"Beef","Meat",4
"1844",11952640,1417.5,506,222,2.687588933,"Organic &Na","Grocery",2
"1845",13903095,1415.21,333,149,4.145015015,"Deli Cheese","Deli",1
"1846",12788648,1414.27996,187,79,7.48716836,"Organic Pro","Produce",4
"1847",11832279,1413.62996,316,155,4.124624294,"Refrigerate","Dairy",1
"1848",12857903,1411.66999,234,107,6.011410235,"Yogurt","Dairy",1
"1849",14410877,1411.65991,248,115,5.281081832,"Processed","Meat",1
"1850",12860085,1411.37991,211,70,6.475734384,"Yogurt","Dairy",1
"1851",11673945,1410.51976,225,84,5.501584733,"Frozen Pizz","Frozen Groce",1
"1852",14001149,1410.00984,366,118,2.784606124,"Organic &Na","Grocery",2
"1853",11694852,1407.96,342,159,3.936871345,"Refrigerate","Produce",1
"1854",11744134,1407.88999,339,206,4.04626351,"Pickles-Ant","Deli",1
"1855",11673434,1407.17953,141,96,9.345920975,"Confectione","Grocery",4
"1856",11646636,1406.84964,151,106,9.118209735,"Household O","Grocery",4
"1857",11753612,1405.50997,296,141,4.603096,"Frozen Pizz","Frozen Groce",1
"1858",12811253,1403.70992,191,95,7.272268576,"Organic &Na","Grocery",4
"1859",11703951,1403.32,530,312,2.682773512,"Potatoes","Produce",2
"1860",14899960,1402.92,449,214,3.025545657,"Chips","Grocery",2
"1861",11743497,1402.54999,530,245,2.849059294,"Cooking Veg","Produce",2
"1862",11695562,1402.40995,269,136,4.550186493,"Deli Cheese","Deli",1
"1863",15289769,1401.9998,614,19,0.499999984,"Lottery Sal","Lottery",2
"1864",11746371,1401.4,467,171,2.86,"Milk Produc","Dairy",2
"1865",11742291,1401.07,406,186,3.372315271,"Pastries","Instore Bake",2
"1866",11703791,1400.53,333,169,3.878825301,"Dairy Chees","Dairy",1
"1867",14318902,1400.48,551,287,2.2275,"Salted Snac","Grocery",2
"1868",11821950,1400.35991,174,86,7.775057227,"Dry Produce","Produce",4
"1869",15591272,1398.77998,276,182,4.768997563,"Dairy Chees","Dairy",1
"1870",14345169,1398.47968,230,123,5.312115209,"Beef","Meat",1
"1871",15060572,1398.38982,227,93,5.693598451,"Yogurt","Dairy",1
"1872",14543037,1398.03998,258,146,5.341317791,"Frozen Pizz","Frozen Groce",1
"1873",15162311,1396.45998,339,111,3.753411976,"Pet","Grocery",1
"1874",11749364,1396.39977,312,138,2.92401081,"Fresh Crust","Seafood",2
"1875",12887119,1394.73995,348,143,3.257193448,"Alternative","Grocery",2
"1876",15209906,1394.40998,611,291,1.785462502,"Internation","Grocery",2
"1877",11627920,1394.31994,275,131,4.628630218,"Other Deli","Deli",1
"1878",11618796,1393.46991,293,139,4.290648363,"Organic And","Dairy",1
"1879",11843622,1392.53992,281,158,4.69832726,"Frozen Ice ","Frozen Groce",1
"1880",14495502,1392.31997,278,123,4.098812923,"Cereal","Grocery",1
"1881",14509226,1391.58,429,174,3.16911007,"Chips","Grocery",2
"1882",12864753,1391.35998,265,136,5.171430383,"Frozen Ice ","Frozen Groce",1
"1883",14023046,1390.98,329,135,3.71331307,"Yogurt","Dairy",1
"1884",14345224,1390.92908,167,85,7.543019162,"Pork","Meat",4
"1885",12826309,1390.5898,202,51,6.356055644,"Organic And","Dairy",1
"1886",12771823,1390.40983,251,130,5.519561096,"Deli Meats-","Deli",1
"1887",11691671,1389.72,349,187,3.880544413,"Baking","Grocery",1
"1888",11659191,1389.60998,261,139,5.285862031,"Other Fruit","Produce",1
"1889",15072359,1389.4997,560,15,0.499205689,"Lottery Sal","Lottery",2
"1890",11688999,1388.59,516,151,2.66246124,"Breads","Instore Bake",2
"1891",11626039,1387.64997,189,107,7.301329707,"Rice","Grocery",4
"1892",11733138,1387.36998,391,162,2.955677737,"Frozen Pizz","Frozen Groce",2
"1893",11819747,1385.94999,430,267,3.088550384,"Frozen Vege","Frozen Groce",2
"1894",15601701,1384.86993,191,110,7.104578763,"Dairy Chees","Dairy",4
"1895",11617968,1384.08999,1286,423,0.904411993,"Chocolate","Grocery",2
"1896",12856686,1383.34997,290,151,4.671999948,"Yogurt","Dairy",1
"1897",13016225,1382.79978,222,103,5.698988982,"Frozen Ice ","Frozen Groce",1
"1898",11694398,1382.7699,503,190,1.218745968,"Internation","Grocery",2
"1899",11654463,1382.70999,481,310,2.413395696,"Deli Meats-","Deli",2
"1900",11670158,1382.69889,142,61,9.735453191,"Organic &Na","Grocery",4
"1901",11620239,1381.33996,325,210,3.925969178,"Cereal","Grocery",1
"1902",11744975,1381.00995,644,334,1.429290882,"Canned and ","Grocery",2
"1903",11670364,1381.00938,162,53,6.393435186,"Pet","Grocery",1
"1904",11666290,1380.95,303,180,4.52986711,"Baking","Grocery",1
"1905",11621519,1380.8,488,215,2.521283368,"Organic &Na","Grocery",2
"1906",13798006,1380.56999,242,166,5.640802199,"Yogurt","Dairy",1
"1907",14936437,1379.99862,140,100,4.994042625,"Floral","Garden Centr",1
"1908",11697420,1379.99862,140,88,9.7857045,"Boxed Seafo","Seafood",4
"1909",13870601,1379.44917,139,71,9.851081087,"Boxed Meat","Meat",4
"1910",11742030,1379.41999,415,182,2.988819271,"Refrigerate","Produce",2
"1911",12176521,1379.08992,201,85,6.662139104,"Deli Meats-","Deli",1
"1912",11607219,1378.95,454,240,3.030748899,"Oil","Grocery",2
"1913",14340234,1378.60978,340,138,3.034289376,"Chicken","Meat",2
"1914",15058224,1377.42988,330,136,3.824376725,"Deli Meats-","Deli",1
"1915",13870750,1377.22969,226,134,5.522926836,"Service Cas","Meat",1
"1916",11697889,1375.4,420,158,3.202333333,"Pastries","Instore Bake",2
"1917",11706036,1375.15997,315,194,3.805047587,"Processed","Meat",1
"1918",12858016,1374.83993,223,119,6.008250964,"Yogurt","Dairy",1
"1919",14543020,1374.5899,241,115,5.364329004,"Frozen Pizz","Frozen Groce",1
"1920",15059658,1373.68,346,177,3.602716763,"Yogurt","Dairy",2
"1921",11605759,1373.66,554,269,2.327305606,"Salad Items","Produce",2
"1922",11666744,1372.78991,236,123,5.701148755,"Processed","Meat",1
"1923",11639682,1372.47994,159,99,8.623290823,"Organic &Na","Grocery",4
"1924",11672576,1372.39995,381,158,3.18418194,"Yogurt","Dairy",2
"1925",11639817,1372.26,595,178,2.076179272,"Water","Grocery",2
"1926",14345240,1372.03984,343,129,3.595389213,"Pork","Meat",2
"1927",15203631,1370.75988,232,121,5.537973901,"Deli Cheese","Deli",1
"1928",11834436,1369.99863,137,67,9.99999,"NPF","Grocery",4
"1929",14383199,1369.98,666,387,2.075727273,"Potatoes","Produce",2
"1930",11615149,1369.93998,470,315,2.460230977,"Household O","Grocery",2
"1931",12721687,1369.51911,169,63,8.014906065,"Deli Cheese","Deli",4
"1932",11648763,1368.66997,526,245,1.911421624,"Salted Snac","Grocery",2
"1933",12192932,1367.08998,473,205,2.486706089,"Bread Produ","Commercial B",2
"1934",11696917,1366.86992,432,213,2.379856549,"Organic &Na","Grocery",2
"1935",13902669,1365.97992,212,154,6.314190286,"Paper","Grocery",1
"1936",11661651,1365.89998,488,235,1.252094451,"Canned and ","Grocery",2
"1937",14899675,1365.74999,498,169,2.165120478,"Water","Grocery",2
"1938",12600903,1365.72,228,99,5.99,"Magazines A","Books & Maga",1
"1939",11734739,1365.51992,509,219,2.671388197,"Bulk Food","Bulk",2
"1940",11698016,1364.61998,508,229,2.509671257,"Salads","Home Meal Re",2
"1941",12705275,1363.12997,236,122,5.6066525,"Cereal","Grocery",1
"1942",12788318,1361.36999,333,195,4.02664652,"Deli Cheese","Deli",1
"1943",11856850,1359.99908,181,5,4.909719757,"Lottery Sal","Lottery",1
"1944",12804246,1359.17,466,261,2.812961373,"Personal Hy","HABA",2
"1945",14354573,1358.08998,143,64,9.427202727,"Sushi","Seafood",4
"1946",11843621,1357.32994,291,143,4.339264303,"Frozen Ice ","Frozen Groce",1
"1947",12932833,1355.99866,151,87,8.101064222,"Beef","Meat",4
"1948",11666582,1355.79996,275,161,4.675675146,"Spreads And","Grocery",1
"1949",11603115,1354.99911,184,6,3.940215978,"Lottery Sal","Lottery",1
"1950",14565538,1354.6299,272,111,4.517622382,"Frozen Pizz","Frozen Groce",1
"1951",11633318,1354.52996,281,188,4.638101975,"Salad Dress","Grocery",1
"1952",11832846,1352.11992,392,158,2.770816261,"Fin-Fish Fr","Seafood",2
"1953",11707350,1352.02999,1151,476,0.900855565,"Chocolate","Grocery",2
"1954",13777892,1351.52997,242,137,5.377399668,"Cereal","Grocery",1
"1955",12192935,1351.19994,432,164,2.685046264,"Bread Produ","Commercial B",2
"1956",12026972,1350.97991,453,188,2.05034656,"Alternative","Grocery",2
"1957",14388100,1350.75875,144,77,8.568927316,"Chicken","Meat",4
"1958",11670080,1350.57994,393,222,2.822814591,"Salted Snac","Grocery",2
"1959",13804705,1350.31989,149,48,8.639731228,"Hot Beverag","Grocery",4
"1960",12246230,1349.87999,323,108,3.891960774,"Organic And","Dairy",1
"1961",12810584,1349.67999,306,186,4.186873627,"Cereal","Grocery",1
"1962",11621037,1349.10989,244,126,5.13120199,"Processed","Meat",1
"1963",11692150,1349.07993,288,189,4.387812422,"Oil","Grocery",1
"1964",15016569,1348.88988,222,134,5.768318063,"Dairy Chees","Dairy",1
"1965",11696034,1348.8,767,423,1.349634465,"Canned Vege","Grocery",2
"1966",15165041,1348.49994,156,89,8.451922885,"Paper","Grocery",4
"1967",11701271,1348.07,442,206,2.910022779,"Buns And Ro","Instore Bake",2
"1968",11665912,1347,395,218,3.335291139,"Cooking Veg","Produce",2
"1969",12184444,1346.09988,197,86,6.561734388,"Pet","Grocery",1
"1970",11744071,1345.52998,410,226,3.223357707,"Deli Cheese","Deli",2
"1971",11620244,1344.84994,215,119,5.956814509,"Cereal","Grocery",1
"1972",11669401,1344.34,265,175,5.056037736,"Salad Dress","Grocery",1
"1973",11738315,1342.77,387,161,3.416640827,"Cookies","Instore Bake",2
"1974",14382972,1342.73925,184,106,6.405730359,"Chicken","Meat",1
"1975",11852072,1342.60997,394,230,2.980799041,"GM","General Merc",2
"1976",11617963,1340.91997,343,141,3.187424657,"Chocolate","Grocery",2
"1977",13029719,1340.24,369,213,3.575365854,"Cereal","Grocery",2
"1978",11669689,1339.99866,137,98,9.950970441,"Baking","Grocery",4
"1979",12519834,1339.64,345,214,3.86826087,"Household O","Grocery",1
"1980",11749142,1339.51,489,122,2.659795501,"Breads","Instore Bake",2
"1981",11748837,1338.96994,354,150,2.918719359,"Organic &Na","Grocery",2
"1982",11838317,1337.66,371,190,3.542991914,"Chips","Grocery",2
"1983",13870759,1337.54897,167,111,7.906921657,"Beef","Meat",4
"1984",14419345,1336.81998,393,234,3.151628486,"Pasta","Grocery",2
"1985",11664535,1336.76998,504,247,2.459464277,"Alternative","Instore Bake",2
"1986",11604620,1336.52978,209,94,5.840653409,"Salted Snac","Grocery",1
"1987",14565126,1335.59997,325,165,3.816758948,"Frozen Vege","Frozen Groce",1
"1988",11839667,1335.57998,154,72,8.631307124,"Processed","Meat",4
"1989",14116799,1334.84999,300,173,4.264219966,"Pickles-Ant","Deli",1
"1990",12513519,1334.65996,139,65,9.514444312,"Cereal","Grocery",4
"1991",15253086,1332.83999,441,237,2.61545454,"Chips","Grocery",2
"1992",11746310,1332.27,311,171,4.125048232,"Milk Produc","Dairy",1
"1993",12820589,1331.95988,176,46,7.217575426,"Water","Grocery",4
"1994",11730505,1331.86996,408,213,2.698905206,"Salted Snac","Grocery",2
"1995",11747607,1329.26996,271,139,4.560888833,"Frozen Pizz","Frozen Groce",1
"1996",14899946,1329.08,844,293,1.49,"Chips","Grocery",2
"1997",11748840,1328.39997,392,180,2.855892839,"Organic &Na","Grocery",2
"1998",11672463,1328.34988,403,208,2.452429457,"Frozen Meal","Frozen Groce",2
"1999",15016607,1327.56,584,317,2.005780446,"Frozen Vege","Frozen Groce",2
"2000",11695597,1327.2,370,175,3.493243243,"Butter And ","Dairy",2
