"","ITEM_SK","TOTAL_REVENUE","BASKETS","DISTINCT_CUSTOMERS","AVERAGE_PRICE","PRODUCT_NAME","PRODUCT_CAT","pkm$cluster"
"2",11740923,78940.47849,26762,7151,1.436358086,"Other Fruit","Produce",5
"3",11680016,72298.68816,11766,290,5.94154047,"Services - ","Services",5
"4",11610106,59209.60202,6200,2272,9.49039808,"HMR Chicken","Home Meal Re",5
"5",11686823,55806.38884,16244,5800,3.128515611,"Eggs","Dairy",5
"6",11741143,44282.30567,8602,3515,5.144975704,"Other Fruit","Produce",5
"7",11685694,43996.07196,4472,2505,8.248265779,"Chicken","Meat",5
"8",11740964,40649.78793,9287,3424,3.839183816,"Other Fruit","Produce",5
"9",12518517,39994.93839,4771,1252,7.038494584,"","",3
"10",11696675,39570.41129,4207,2320,8.976952515,"Beef","Meat",5
"11",11743201,38774.64965,17379,6173,1.954537731,"Salad Items","Produce",5
"12",11611881,37650.79929,15657,5537,2.399857765,"Tomatoes","Produce",5
"13",11741127,33671.72695,6419,2792,5.267037289,"Other Fruit","Produce",5
"14",11741816,32687.76968,9866,3842,3.008923468,"Cooking Veg","Produce",5
"15",11686839,31361.93919,8692,3493,3.225057653,"Eggs","Dairy",5
"16",14388093,30793.58502,3395,1501,8.494049817,"Chicken","Meat",3
"17",11741274,29152.35964,15394,5320,1.104522247,"Citrus","Produce",5
"18",11742966,28776.47994,13197,3711,2.026944452,"Other Fruit","Produce",5
"19",11745837,28387.55971,12293,4681,2.302220159,"Peppers&Hot","Produce",5
"20",13881134,26841.30229,3239,1543,7.920603004,"Fin-Fish Fr","Seafood",3
"21",11832850,26532.83014,2966,1280,8.306458181,"Fin-Fish Fr","Seafood",3
"22",11639874,25791.17197,2811,1495,8.871604242,"Beef","Meat",3
"23",11742736,24824.71947,11915,4525,2.075463005,"Tomatoes","Produce",5
"24",11742461,24803.06974,9891,3701,2.48536546,"Potatoes","Produce",5
"25",11600537,24395.59869,6030,2773,3.5927577,"Other Fruit","Produce",5
"26",11696680,24269.21699,4182,1954,5.205895796,"Beef","Meat",3
"27",11659747,23618.24947,7260,2368,2.608291097,"Bread Produ","Commercial B",5
"28",11740989,23356.92951,6594,2476,2.999658574,"Other Fruit","Produce",5
"29",11600129,22686.28956,7807,2788,2.892198273,"Citrus","Produce",5
"30",11675064,22611.79774,3893,1016,5.51849976,"Milk Produc","Dairy",3
"31",13797916,22274.70992,5545,2361,3.972203907,"Refrigerate","Produce",3
"32",11675055,21853.84803,3775,959,5.518954606,"Milk Produc","Dairy",3
"33",11697918,21466.73998,8264,3415,2.316581274,"Mushrooms","Produce",5
"34",11742360,21400.60983,11708,4497,1.818192514,"Peppers&Hot","Produce",5
"35",12762899,20599.04923,5103,2311,3.342316438,"Other Fruit","Produce",3
"36",11673668,20154.58434,2734,1176,6.248967964,"Horticultur","Floral",3
"37",11696659,20031.7073,3287,1528,5.570529426,"Beef","Meat",3
"38",11662192,19938.80902,2154,946,8.607100153,"Chicken","Meat",3
"39",11741019,19328.9308,2718,1341,7.154017063,"Other Fruit","Produce",3
"40",11746238,19221.99915,4594,1150,3.665836358,"Milk Produc","Dairy",3
"41",11701521,19217.60952,7342,2600,1.653049003,"Other Fruit","Produce",5
"42",11608903,18933.01938,3595,1766,5.136096323,"Peppers&Hot","Produce",3
"43",11746233,18587.46946,4712,1118,3.664237064,"Milk Produc","Dairy",3
"44",11676841,18558.24641,2801,1151,5.418176515,"Water","Grocery",3
"45",11621670,18428.11984,6362,2675,2.575468375,"Cooking Veg","Produce",3
"46",11746232,17374.17924,4329,1206,3.66241592,"Milk Produc","Dairy",3
"47",11745182,16817.76895,2431,751,6.70899347,"Bistro","Home Meal Re",3
"48",13960220,16699.06809,4650,1687,3.435486914,"Bulk Food","Bulk",3
"49",11675063,16672.35832,2868,738,5.509018925,"Milk Produc","Dairy",3
"50",11659745,16593.71976,5043,1629,2.635194439,"Bread Produ","Commercial B",3
"51",11712767,16530.65987,4332,1321,3.671594261,"Milk Produc","Dairy",3
"52",11702769,16476.70843,3002,1321,4.984904196,"Beef","Meat",3
"53",11668067,16428.91967,4678,1616,3.019461563,"Bread Produ","Commercial B",3
"54",11599868,16131.21999,6388,2946,2.493209449,"Salad Items","Produce",3
"55",11612558,16111.68,6518,2954,2.387829696,"Garlic Onio","Produce",3
"56",11743679,16053.58923,3542,1733,4.582374392,"Cooking Veg","Produce",3
"57",11668104,15858.91981,4534,1719,2.965521697,"Bread Produ","Commercial B",3
"58",11697902,15489.77999,8383,3576,1.671770117,"Refrigerate","Produce",5
"59",11832856,15446.01916,3261,1444,4.316541774,"Fin-Fish Fr","Seafood",3
"60",12788250,15199.82995,3424,1539,4.309503461,"Organic Pro","Produce",3
"61",11677203,15077.15869,3178,1282,4.761903457,"Apple And P","Produce",3
"62",11675059,14815.47873,2567,553,5.521354953,"Milk Produc","Dairy",3
"63",15065940,14812.07943,2641,1358,5.274930972,"Dairy Chees","Dairy",3
"64",11696651,14539.36637,1517,907,9.311867788,"Beef","Meat",4
"65",11698026,14409.98977,3411,1481,4.033729417,"Refrigerate","Produce",3
"66",14423037,14159.26944,2126,657,6.503713527,"Bistro","Home Meal Re",3
"67",11682375,13827.27771,2513,1000,4.59636492,"Pork","Meat",3
"68",12161360,13746.80723,1549,637,8.750198867,"Other Fruit","Produce",4
"69",11629829,13688.54994,5517,1993,0.639266534,"Citrus","Produce",3
"70",11600749,13594.42995,5612,2736,2.301677067,"Cooking Veg","Produce",3
"71",11697985,13565.08374,1743,952,6.655733177,"Chicken","Meat",3
"72",11842659,13341.59932,1398,707,9.220420714,"Fin-Fish Fr","Seafood",4
"73",13009827,13190.39952,2238,631,5.738951892,"Bistro","Home Meal Re",3
"74",11712740,13068.12952,3365,1040,3.662541861,"Milk Produc","Dairy",3
"75",11746191,12981.40797,2382,1249,4.534286883,"Butter And ","Dairy",3
"76",11696669,12899.65753,1915,865,6.072441858,"Beef","Meat",3
"77",11746235,12870.6,5397,1658,2.28,"Milk Produc","Dairy",3
"78",14905344,12623.02981,2388,911,4.835799023,"Refrigerate","Produce",3
"79",12635005,12583.83857,2431,1194,4.486322561,"Greeting Ca","General Merc",3
"80",11650611,12564.56965,1924,812,6.472574564,"Citrus","Produce",3
"81",11746231,12420.03999,5189,1496,2.279441549,"Milk Produc","Dairy",3
"82",12187228,12286.76979,3002,1293,3.832854436,"Tomatoes","Produce",3
"83",14567596,11866.03916,2194,1119,4.944013186,"Processed","Meat",3
"84",11743876,11807.74982,3394,1291,3.374658947,"Cooking Veg","Produce",3
"85",11742219,11673.85998,7723,3206,1.517664138,"Garlic Onio","Produce",5
"86",11717359,11654.31966,2171,785,4.95473332,"Organic And","Dairy",3
"87",11635293,11608.59956,1674,1001,6.787055164,"Paper","Grocery",3
"88",15066444,11291.71958,1990,1048,5.458644692,"Dairy Chees","Dairy",3
"89",11731397,11243.4796,1860,738,6.092390318,"Other Fruit","Produce",3
"90",12906968,11114.23823,1584,610,6.423677689,"Soft Drinks","Grocery",3
"91",11750434,11043.79542,1601,635,3.513884396,"GM","General Merc",3
"92",11972270,11025.36975,3308,813,3.031960807,"Other Fruit","Produce",3
"93",11742256,11020.78998,8771,3553,1.169103632,"Salad Items","Produce",5
"94",11712769,10936.45966,2801,820,3.667930914,"Milk Produc","Dairy",3
"95",14567807,10904.47944,2026,1067,4.99951741,"Processed","Meat",3
"96",11742393,10860.95978,4945,2214,2.190629614,"Peppers&Hot","Produce",3
"97",12913750,10844.72977,2076,683,4.89267172,"Bagel","Instore Bake",3
"98",11855813,10819.8897,1735,639,6.159482208,"Bistro","Home Meal Re",3
"99",12750654,10691.68984,2413,1046,4.142596406,"Deli Meats-","Deli",3
"100",11645974,10569.71974,2141,634,4.796194884,"Sandwich / ","Home Meal Re",3
"101",14340226,10541.99347,1194,499,8.085988006,"Chicken","Meat",4
"102",11743676,10499.78977,2666,1432,3.805083139,"Cooking Veg","Produce",3
"103",11743933,10395.23,5180,1987,0.630575916,"Other Fruit","Produce",3
"104",11740296,10361.83987,4362,1460,2.302818629,"Organic Pro","Produce",3
"105",11645976,10338.4198,2073,572,4.801850736,"Sandwich / ","Home Meal Re",3
"106",11697904,10334.71999,3653,1629,2.523940016,"Mushrooms","Produce",3
"107",11741282,10312.40988,6460,2520,0.850219807,"Citrus","Produce",3
"108",14567659,10256.79899,1895,1042,4.830614229,"Processed","Meat",3
"109",11700004,10245.89989,3673,664,2.678066532,"Pizza (Fres","Home Meal Re",3
"110",13009825,10225.63998,2161,618,4.599792824,"Bistro","Home Meal Re",3
"111",11613507,10221.15789,1691,767,5.261153923,"Turkey","Meat",3
"112",12741292,10191.41986,1276,563,7.957142802,"Bistro","Home Meal Re",4
"113",11701728,10136.55998,5809,2634,1.75012325,"Garlic Onio","Produce",3
"114",11698970,9947.70852,1777,822,4.809173304,"Beef","Meat",3
"115",11746136,9938.17821,1694,470,5.292975408,"Eggs","Dairy",1
"116",11621883,9855.7197,2310,1245,3.352686256,"Other Fruit","Produce",3
"117",11616783,9840.26997,2178,779,4.350495471,"Milk Produc","Dairy",3
"118",11657048,9809.61233,1008,410,9.311152259,"Frozen Dess","Frozen Groce",4
"119",11633904,9752.80986,2905,1265,3.221556657,"Salad Items","Produce",3
"120",11838638,9669.30963,2174,887,4.175401213,"Refrigerate","Dairy",3
"121",11746124,9622.79995,1827,604,4.952825562,"Eggs","Dairy",3
"122",12472025,9613.05971,2468,1161,3.196107469,"Other Fruit","Produce",3
"123",11752725,9532.97984,3605,1028,2.16414379,"Soft Drinks","Grocery",3
"124",11602754,9514.70965,2380,718,3.35412261,"Yogurt","Dairy",3
"125",14498035,9499.41967,1722,805,5.438424647,"Refrigerate","Produce",3
"126",14340248,9444.32171,1065,428,8.394004288,"Chicken","Meat",4
"127",11740420,9329.11997,3885,1486,2.391624929,"Apple And P","Produce",3
"128",14211508,9315.86823,1567,586,5.093208178,"Fin-Fish Fr","Seafood",1
"129",11744267,9278.48802,1436,456,5.700797764,"Smoked / Sa","Seafood",1
"130",11745914,9262.74972,4173,1926,1.110236654,"Canned and ","Grocery",3
"131",11745088,9190.25957,1558,580,5.762316285,"Bistro","Home Meal Re",1
"132",11660920,9178.98989,2418,913,3.404566044,"Bread Produ","Commercial B",3
"133",12788252,9121.81952,1508,664,5.899052235,"Organic Pro","Produce",1
"134",11746237,9099.48,3763,1119,2.28,"Milk Produc","Dairy",3
"135",11698908,9092.87604,1201,637,6.59249898,"Pork","Meat",1
"136",11683917,9074.48967,1693,878,5.074076403,"Processed","Meat",3
"137",11702379,8991.25983,3300,1370,2.69423498,"Apple And P","Produce",3
"138",11746188,8967.44897,1664,835,4.750095759,"Butter And ","Dairy",3
"139",14889792,8906.67974,2040,1041,4.089052022,"Citrus","Produce",3
"140",11649813,8868.32977,3711,923,1.501360684,"Water","Grocery",3
"141",11735921,8799.60989,2860,1279,2.938367547,"Other Fruit","Produce",3
"142",11742373,8778.29989,4228,1927,2.094377972,"Peppers&Hot","Produce",3
"143",11686818,8736.62991,2326,945,3.622101626,"Eggs","Dairy",3
"144",11686251,8722.66591,995,548,7.736977697,"Chicken","Meat",4
"145",14065552,8694.06248,908,400,9.239973698,"Chicken","Meat",4
"146",14376833,8640.51994,2103,987,3.842707929,"Organic Pro","Produce",3
"147",12159371,8526.75995,2356,921,3.394651502,"Pastries","Instore Bake",3
"148",11745163,8498.86945,1349,399,6.090902378,"Bistro","Home Meal Re",1
"149",11746246,8402.95956,2083,602,3.632738948,"Milk Produc","Dairy",2
"150",11687029,8365.96566,837,345,9.827916129,"Frozen Dess","Frozen Groce",4
"151",11699376,8251.41732,1193,675,6.131799107,"Pork","Meat",1
"152",13789486,8236.4598,1381,502,5.898982485,"Cooking Veg","Produce",1
"153",11613509,8232.97806,1436,654,4.936185213,"Chicken","Meat",1
"154",11743118,8217.58979,1424,543,5.713520922,"HMR Chicken","Home Meal Re",1
"155",11677975,8114.49978,2739,1495,2.74369828,"Sugar","Grocery",3
"156",13797778,8083.9891,1317,472,5.825737816,"Other Fruit","Produce",1
"157",15060914,7968.26988,1737,764,4.199080244,"Frozen Dess","Frozen Groce",3
"158",11740890,7953.92995,3210,1239,2.473570376,"Apple And P","Produce",3
"159",12406002,7942.8825,886,431,8.742789041,"Beef","Meat",4
"160",11894374,7942.28972,1967,978,3.683804408,"Tomatoes","Produce",3
"161",11702684,7935.45399,869,525,9.000908253,"Pork","Meat",4
"162",11698114,7928.28861,1568,540,3.932849654,"Pork","Meat",2
"163",11610108,7853.70501,909,452,8.57272953,"HMR Chicken","Home Meal Re",4
"164",12577750,7833.44231,820,368,9.147861286,"Chicken","Meat",4
"165",11689531,7812.20975,1530,803,4.581030357,"Butter And ","Dairy",3
"166",13966754,7764.46769,787,431,9.67341978,"Shell Fish ","Seafood",4
"167",11687104,7711.80989,1734,833,4.189428716,"Frozen Dess","Frozen Groce",3
"168",11742603,7697.20994,5237,2133,1.47525962,"Cooking Veg","Produce",3
"169",11972326,7634.54979,2430,683,2.82836769,"Other Fruit","Produce",3
"170",12156017,7537.62346,798,380,9.192928565,"Chicken","Meat",4
"171",11742670,7487.17993,4375,1718,1.72527532,"Tomatoes","Produce",3
"172",11686811,7428.28989,1826,808,3.825635249,"Eggs","Dairy",3
"173",14043843,7388.4,1752,863,4.150522857,"Organic Pro","Produce",3
"174",11728785,7378.79,3511,1662,2.116509488,"Apple And P","Produce",3
"175",11749110,7365.43996,2212,1041,2.913892401,"Bread Produ","Commercial B",3
"176",11659751,7326.70979,2119,954,2.633378186,"Bread Produ","Commercial B",3
"177",11617596,7308.51993,1777,765,3.837283312,"Cooking Veg","Produce",2
"178",11741054,7301.19983,1894,999,3.099668761,"Other Fruit","Produce",3
"179",11746226,7242.15999,3053,814,2.27952506,"Milk Produc","Dairy",3
"180",11665774,7230.9899,1755,1110,3.980532101,"Condiment","Grocery",3
"181",15232272,7226.38965,2800,881,1.794143354,"Internation","Grocery",3
"182",12788247,7220.67986,1455,677,4.858715425,"Organic Pro","Produce",1
"183",11742303,7210.87999,2409,876,2.769904404,"Breads","Instore Bake",3
"184",11667876,7170.23353,788,345,8.950335252,"Horticultur","Floral",4
"185",12193406,7146.98992,775,274,9.194036171,"Sushi","Seafood",4
"186",11731777,7123.64935,1379,502,5.050304365,"Fin-Fish Fr","Seafood",1
"187",11660553,7100.56994,1857,792,3.431567391,"Bread Produ","Commercial B",2
"188",12499413,7091.70838,839,543,8.317358035,"Paper","Grocery",4
"189",14370456,7058.94992,2005,735,3.344832738,"Cookies","Instore Bake",2
"190",11740615,6987.00991,2553,1147,2.691970903,"Salad Items","Produce",3
"191",11702687,6981.38546,812,495,7.659972251,"Pork","Meat",4
"192",11683922,6949.75968,1296,695,5.014461517,"Processed","Meat",1
"193",11635275,6949.06691,709,451,9.694145914,"Paper","Grocery",4
"194",11653805,6939.0398,902,432,7.585240633,"Cooking Veg","Produce",4
"195",14237874,6927.05968,987,600,6.840057472,"Paper","Grocery",4
"196",11746227,6924.31961,1766,432,3.644028628,"Milk Produc","Dairy",2
"197",11742323,6895.37996,2603,800,2.410341548,"Breads","Instore Bake",3
"198",14388091,6890.74836,930,417,6.838366361,"Chicken","Meat",4
"199",11666579,6843.66983,1244,774,5.012954763,"Spreads And","Grocery",1
"200",11832825,6831.80897,1143,554,5.351106762,"Fin-Fish Fr","Seafood",1
"201",11743793,6750.61997,3630,1521,1.73586388,"Salad Items","Produce",3
"202",11744784,6738.36994,2470,1179,2.823532026,"Potatoes","Produce",3
"203",11603103,6719.99836,1982,32,1.975224176,"Lottery Sal","Lottery",2
"204",13789482,6707.15976,1092,482,6.031625312,"Cooking Veg","Produce",1
"205",11699047,6689.06435,764,286,8.409433756,"Service Cas","Meat",4
"206",11743288,6679.13954,1040,351,6.195410829,"Bistro","Home Meal Re",1
"207",11743836,6665.61991,4999,2189,1.335653642,"Cooking Veg","Produce",3
"208",11625422,6657.77981,1453,500,4.374260108,"Milk Produc","Dairy",2
"209",13056659,6623.04987,1481,726,4.089889676,"Deli Meats-","Deli",2
"210",11698066,6609.39951,1404,650,4.259240674,"Pork","Meat",2
"211",11778592,6586.15999,2649,1078,2.245588309,"Refrigerate","Produce",3
"212",11742054,6557.83953,1847,757,3.477917617,"Cooking Veg","Produce",2
"213",13009828,6554.10967,924,272,6.92752961,"Bistro","Home Meal Re",4
"214",11625341,6534.12999,2743,1134,2.271594255,"Milk Produc","Dairy",3
"215",11828090,6531.0699,1446,840,2.87098906,"Organic Pro","Produce",2
"216",11738366,6468.98648,901,391,5.971439121,"Beef","Meat",1
"217",11746288,6461.65982,1530,397,3.860907466,"Milk Produc","Dairy",2
"218",11653271,6453.13,5942,2798,0.798436693,"Garlic Onio","Produce",3
"219",11701997,6443.61361,692,277,9.095437195,"Fresh Crust","Seafood",4
"220",11646246,6440.76991,1358,409,4.584707443,"Sandwich / ","Home Meal Re",1
"221",11838636,6410.89988,1475,700,4.156707364,"Refrigerate","Dairy",2
"222",11686847,6382.1498,1990,817,3.222755114,"Other Fruit","Produce",2
"223",13789458,6357.90987,1184,479,5.326622937,"Cooking Veg","Produce",1
"224",12185943,6307.65408,660,240,7.969704301,"Services - ","Services",4
"225",11679922,6302.04972,1872,746,3.307024876,"Deli Meats-","Deli",2
"226",14332393,6300.60503,684,269,8.35496187,"Chicken","Meat",4
"227",11697893,6295.32999,1591,745,3.888324924,"Refrigerate","Produce",2
"228",11654011,6287.83985,1082,508,5.702407341,"Refrigerate","Dairy",1
"229",11673426,6284.94981,2096,904,3.022664164,"Other Fruit","Produce",3
"230",11673145,6249.08972,1066,408,5.760635836,"Milk Produc","Dairy",1
"231",11603747,6242.51987,1492,452,3.869639792,"Milk Produc","Dairy",2
"232",12176852,6239.75805,954,422,6.14184685,"Beef","Meat",1
"233",11746245,6188.41999,2660,984,2.289890854,"Milk Produc","Dairy",3
"234",12787255,6187.89988,1587,680,3.497429151,"Alternative","Instore Bake",2
"235",11634180,6173.42976,714,243,8.480527374,"Bistro","Home Meal Re",4
"236",14341397,6159.08951,1278,462,4.254352031,"Organic Pro","Produce",2
"237",11779280,6145.53996,1822,864,2.91564489,"Bread Produ","Commercial B",2
"238",14211504,6131.27916,1165,436,4.675009684,"Fin-Fish Fr","Seafood",1
"239",11741133,6125.84881,1041,540,5.92176099,"Other Fruit","Produce",1
"240",14498036,6111.40948,1051,486,5.552184163,"Refrigerate","Produce",1
"241",11603742,6109.18994,1490,456,3.872141564,"Milk Produc","Dairy",2
"242",11684627,6086.36898,673,434,6.6861022,"Shell Fish ","Seafood",1
"243",14221933,6084.97938,1141,520,4.651020224,"Fin-Fish Fr","Seafood",1
"244",14960105,6079.49974,1311,458,4.254015732,"Eggs","Dairy",2
"245",14340510,6062.28996,1728,629,3.322107694,"Cookies","Instore Bake",2
"246",11684447,6062.19993,1308,332,4.514011706,"Sandwich / ","Home Meal Re",1
"247",11954858,6054.77994,1327,653,4.218882176,"Frozen Dess","Frozen Groce",2
"248",11701295,6047.47985,2320,688,2.375072699,"Breads","Instore Bake",2
"249",15607474,5978.03832,904,400,6.021930384,"Beef","Meat",1
"250",15145961,5974.97406,598,343,9.616735146,"Chicken","Meat",4
"251",11659753,5968.78981,1643,705,2.982915222,"Bread Produ","Commercial B",2
"252",11735563,5955.00404,650,187,8.226015422,"Water","Grocery",4
"253",12820692,5940.25919,935,325,5.6471471,"Soft Drinks","Grocery",1
"254",11820821,5912.65724,616,403,7.019124228,"Shell Fish ","Seafood",4
"255",14963277,5908.34996,1127,474,4.860207396,"Eggs","Dairy",1
"256",11746171,5900.05996,1485,453,3.865488865,"Milk Produc","Dairy",2
"257",13797900,5882.30984,1612,519,3.367216316,"Other Fruit","Produce",2
"258",11658157,5870.64,1634,766,3.263915441,"Chips","Grocery",2
"259",11681645,5869.7198,1615,284,2.850344295,"Alternative","Grocery",2
"260",13966656,5864.19686,697,345,8.433535062,"Deli Cheese","Deli",4
"261",11673146,5856.08966,987,305,5.770987985,"Milk Produc","Dairy",1
"262",11742149,5844.40991,2640,1185,2.102480045,"Salad Items","Produce",3
"263",11742015,5831.79997,3234,1397,1.561808146,"Salad Items","Produce",3
"264",11685064,5798.68992,1379,715,3.531712779,"Citrus","Produce",2
"265",11659752,5788.6098,1560,694,2.915240066,"Bread Produ","Commercial B",2
"266",11746248,5773.68993,1335,363,4.182000487,"Milk Produc","Dairy",2
"267",11600729,5766.38998,1193,638,4.606696098,"Garlic Onio","Produce",1
"268",14570356,5704.48957,934,583,5.653455414,"Dairy Chees","Dairy",1
"269",15231453,5688.19989,2381,743,1.794169119,"Internation","Grocery",2
"270",11746250,5643.78994,1378,710,3.870573495,"Milk Produc","Dairy",2
"271",11741211,5621.00994,2427,1012,1.138773279,"Citrus","Produce",3
"272",11740793,5617.11999,2674,1103,2.096868096,"Apple And P","Produce",3
"273",11746135,5614.90999,1774,720,3.100861063,"Eggs","Dairy",2
"274",11639532,5594.75998,1420,757,3.84126056,"Potatoes","Produce",2
"275",12932699,5578.57935,963,384,5.407763566,"Beef","Meat",1
"276",11603104,5564.99853,1136,30,2.845036081,"Lottery Sal","Lottery",2
"277",11699076,5561.42882,992,349,4.570602966,"Pork","Meat",1
"278",11660916,5541.9698,1416,671,3.411122076,"Bread Produ","Commercial B",2
"279",11646189,5540.58998,1549,753,3.240460806,"Chips","Grocery",2
"280",14433430,5539.93964,798,491,6.662124043,"Paper","Grocery",1
"281",11838637,5532.42963,1206,515,4.20861836,"Refrigerate","Dairy",2
"282",11659744,5528.19972,1536,744,2.798187708,"Bread Produ","Commercial B",2
"283",11702668,5524.93452,558,343,8.88102837,"Beef","Meat",4
"284",11751082,5524.5,1423,404,3.877588152,"Magazines A","Books & Maga",2
"285",11746294,5504.47984,1351,424,3.86112752,"Milk Produc","Dairy",2
"286",12785668,5485.77996,2030,1036,2.286001809,"Organic Pro","Produce",2
"287",14941740,5478.25999,1500,676,3.38044147,"Bread Produ","Commercial B",2
"288",11751043,5469.77996,3167,492,1.711575391,"Magazines A","Books & Maga",2
"289",11616746,5460.57,1262,305,4.276315372,"Sandwich / ","Home Meal Re",1
"290",11697782,5425.76984,1140,504,4.535686209,"Bread Produ","Commercial B",1
"291",11630769,5399.17979,1293,666,3.987821872,"Other Fruit","Produce",2
"292",11698078,5384.03982,1416,639,3.207510553,"Pork","Meat",2
"293",11860771,5373.9098,1376,531,3.459602097,"Bread Produ","Commercial B",2
"294",11676167,5343.62983,908,263,5.792326257,"Bistro","Home Meal Re",1
"295",14543178,5330.16746,582,357,8.913518217,"Shell Fish ","Seafood",4
"296",11746297,5321.45,1308,350,3.869648049,"Milk Produc","Dairy",2
"297",14570357,5313.07973,871,570,5.796631889,"Dairy Chees","Dairy",1
"298",12176839,5308.1866,562,347,8.493808662,"Beef","Meat",4
"299",11838811,5288.94999,3044,935,1.604580588,"Milk Produc","Dairy",3
"300",11740898,5253.60999,2352,950,2.281057296,"Apple And P","Produce",2
"301",14082848,5249.81916,850,327,5.659422367,"Yogurt","Dairy",1
"302",12788254,5243.54999,1300,687,3.854179544,"Organic Pro","Produce",2
"303",11733929,5230.05936,663,281,7.430868232,"Cereal","Grocery",4
"304",13789470,5229.25987,897,350,5.763549519,"Cooking Veg","Produce",1
"305",12741459,5228.60993,746,291,6.961943653,"Sushi","Seafood",4
"306",11702677,5221.12658,650,380,6.901239637,"Pork","Meat",4
"307",11636454,5192.92999,1311,358,3.934818783,"Sandwich / ","Home Meal Re",2
"308",11684344,5168.73985,744,367,6.84642463,"Deli Cheese","Deli",4
"309",14460576,5162.96849,737,373,6.367843058,"Beef","Meat",1
"310",13797915,5155.69999,1345,741,3.833141216,"Refrigerate","Produce",2
"311",11745096,5154.96987,516,163,9.86428282,"Sushi","Seafood",4
"312",11741762,5150.58999,1981,907,2.516180697,"Cooking Veg","Produce",2
"313",12787323,5142.01,2067,883,2.390973366,"Organic Pro","Produce",2
"314",14020974,5137.32995,1425,760,3.531927463,"Deli Cheese","Deli",2
"315",12932343,5135.85613,584,369,7.517578902,"Beef","Meat",4
"316",11753850,5134.10988,1985,633,2.063325836,"Soft Drinks","Grocery",2
"317",11669491,5126.37972,1061,476,4.527730441,"Bread Produ","Commercial B",1
"318",11746969,5096.98966,894,471,5.259522041,"Butter And ","Dairy",1
"319",4633195,5088.98971,723,130,7.107842469,"UNKNOWN","UNKNOWN",4
"320",11675202,5079.96958,847,256,5.754402127,"Milk Produc","Dairy",1
"321",11712706,5056.86999,1344,376,3.675597716,"Milk Produc","Dairy",2
"322",11684180,5055.3899,1472,366,2.526668928,"Alternative","Grocery",2
"323",11914479,5039.71987,1344,664,3.102192367,"Other Fruit","Produce",2
"324",11743560,5021.1391,808,351,6.503874686,"Cooking Veg","Produce",1
"325",11743040,5017.35992,1073,362,4.553109422,"Sandwich / ","Home Meal Re",1
"326",11735962,5002.06996,1697,672,2.818561359,"Citrus","Produce",2
"327",13789490,4989.97986,887,239,5.560994271,"Cooking Veg","Produce",1
"328",11698917,4979.33932,1044,514,4.227161246,"Pork","Meat",2
"329",11742573,4971.23991,1747,716,2.717669141,"Salad Items","Produce",2
"330",11823127,4957.4698,944,467,4.706595834,"Yogurt","Dairy",1
"331",13035028,4956.97995,707,269,6.975926414,"Sushi","Seafood",4
"332",11746186,4955.29958,926,540,4.560115177,"Butter And ","Dairy",1
"333",14255431,4924.17581,499,316,9.144641625,"Chicken","Meat",4
"334",15306089,4888.6597,931,542,4.805655478,"Processed","Meat",1
"335",13881109,4880.69995,1255,596,3.721666655,"Organic &Na","Grocery",2
"336",11695806,4860.1899,692,250,6.961201085,"Bistro","Home Meal Re",4
"337",11746118,4860.06,1876,821,2.584970604,"Eggs","Dairy",2
"338",11743286,4856.59994,655,204,7.368854916,"Bistro","Home Meal Re",4
"339",11740690,4854.56995,1135,660,3.91792549,"Apple And P","Produce",2
"340",11742169,4849.36994,3092,1208,1.596671045,"Mushrooms","Produce",3
"341",12741439,4832.32983,688,286,6.938179927,"Sushi","Seafood",4
"342",11625340,4825.38,2001,681,2.331592389,"Milk Produc","Dairy",2
"343",11609340,4808.75996,1060,560,4.457026164,"Refrigerate","Produce",1
"344",11699156,4795.5858,515,227,8.919546089,"Service Cas","Meat",4
"345",14899956,4783.80995,1434,653,3.036552517,"Chips","Grocery",2
"346",14389592,4777.67935,1043,609,3.492274163,"Salad Items","Produce",2
"347",11702327,4774.17991,1386,534,3.424637702,"Apple And P","Produce",2
"348",15267904,4747.24992,944,372,4.596066356,"Refrigerate","Produce",1
"349",12906969,4742.89893,654,266,6.398363243,"Soft Drinks","Grocery",1
"350",11698905,4740.21744,728,351,4.877644365,"Pork","Meat",1
"351",11746132,4718.01,1596,741,2.842716437,"Eggs","Dairy",2
"352",14071334,4706.31,1375,690,3.284461426,"Chips","Grocery",2
"353",11606574,4704.78994,1150,670,3.664007544,"Apple And P","Produce",2
"354",11679234,4703.99918,904,35,3.831522745,"Lottery Sal","Lottery",1
"355",15164983,4699.33983,678,395,6.764289819,"Paper","Grocery",4
"356",11630312,4688.7598,1231,679,3.532065621,"Cooking Veg","Produce",2
"357",11746133,4681.08999,1577,768,2.945060586,"Eggs","Dairy",2
"358",13797793,4647.31991,1258,451,3.56822432,"Other Fruit","Produce",2
"359",11741856,4643.01995,2034,1048,2.262686157,"Cooking Veg","Produce",2
"360",14388098,4598.45913,770,334,5.25408383,"Chicken","Meat",1
"361",11654387,4574.04937,697,366,5.763878128,"Smoked / Sa","Seafood",1
"362",14383206,4573.39,2337,1144,1.951622203,"Potatoes","Produce",3
"363",11615002,4559.49996,2881,1264,1.461343235,"Salad Items","Produce",3
"364",11743943,4558.61996,959,353,4.69105316,"Bistro","Home Meal Re",1
